,Accessory Gift Set,Backpacks,Bangle,Basketballs,Belts,Booties,Boxers,Bra,Bracelet,Briefs,Camisoles,Capris,Caps,Casual Shoes,Churidar,Clutches,Cufflinks,Deodorant,Dresses,Duffel Bag,Dupatta,Earrings,Flats,Flip Flops,Formal Shoes,Foundation and Primer,Fragrance Gift Set,Free Gifts,Gloves,Handbags,Heels,Innerwear Vests,Jackets,Jeans,Jeggings,Jewellery Set,Jumpsuit,Kajal and Eyeliner,Kurta Sets,Kurtas,Kurtis,Laptop Bag,Leggings,Lip Liner,Lipstick,Lounge Pants,Lounge Shorts,Messenger Bag,Mobile Pouch,Mufflers,Nail Polish,Necklace and Chains,Night suits,Nightdress,Patiala,Pendant,Perfume and Body Mist,Ring,Rompers,Rucksacks,Salwar,Sandals,Sarees,Scarves,Shirts,Shoe Accessories,Shorts,Skirts,Socks,Sports Sandals,Sports Shoes,Stockings,Stoles,Sunglasses,Suspenders,Sweaters,Sweatshirts,Swimwear,Ties,Tops,Track Pants,Tracksuits,Travel Accessory,Trousers,Trunk,Tshirts,Tunics,Waist Pouch,Waistcoat,Wallets,Watches,Water Bottle
Skirts,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Socks,0,5,0,0,0,0,0,5,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,3,0,0,8,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,6,0,2,0,5,0,0,0,0,0,1,0,0,1,1,0,0,3,2,12,0,0,0,0,5,0
Sports Sandals,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Sports Shoes,0,53,0,0,0,0,0,10,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,79,0,0,0,1,0,1,0,0,17,0,0,0,1,0,23,0,0,0,0,42,0
Stockings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stoles,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Sunglasses,0,29,0,0,0,0,0,16,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,1,1,17,0,0,0,0,3,0
Suspenders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
Sweaters,0,5,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,12,0,0,0,0,1,0
Sweatshirts,0,7,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,0,0,0,2,0
Swimwear,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ties,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,2,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0
Tops,0,17,0,0,0,0,0,25,1,32,0,0,3,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,3,0,7,0,0,0,5,0,0,0,1,0,0,0,0,12,0,0,0,3,9,34,0,0,0,1,14,0
Track Pants,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,4,1,0,0,0,0,2,0
Tracksuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Travel Accessory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trousers,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,6,2,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,18,7,5,0,0,0,0,5,0
Trunk,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Tshirts,0,73,0,0,0,0,2,43,1,112,0,0,11,2,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,15,0,1,19,6,0,0,0,0,0,0,0,49,0,0,0,0,0,5,0,0,0,6,0,0,1,1,11,0,0,0,2,0,0,1,3,0,11,1,0,0,22,0,0,0,2,1,2,0,0,13,0,0,0,3,29,398,0,0,0,1,61,0
Tunics,0,5,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0
Waist Pouch,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Waistcoat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wallets,0,5,0,0,0,0,0,1,7,9,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,11,0,0,0,10,3,0,0,0,1,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,1,2,0,0,0,30,1,0
Watches,0,40,0,0,0,0,0,9,0,35,0,0,3,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,5,0,0,8,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,2,0,0,1,3,5,0,0,0,1,0,0,0,2,0,2,0,0,0,10,0,0,0,1,0,1,0,0,5,0,0,0,4,11,20,0,0,0,1,100,0
Water Bottle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
