id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Unnamed: 10,Unnamed: 11,image_path
6490,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual,Red Tape Men Brown Formal Shoe,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6490.jpg
6491,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual,Red Tape Men Brown Shoes,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6491.jpg
6492,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,ADIDAS Men's Fresh lemon Yellow T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6492.jpg
6493,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,ADIDAS Men's Fresh Blue T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6493.jpg
6494,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual,Red Tape Men Brown Leather Shoe,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6494.jpg
6495,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018,Casual,Red Tape Men's Casual Black Grey Shoe,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6495.jpg
6496,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Men's Mesh Black T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6496.jpg
6497,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual,Red Tape Men's Leather Brown Shoe,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6497.jpg
6498,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,ADIDAS Men Blue T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6498.jpg
6499,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal,Red Tape Men's Leather Black Formal Shoe,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6499.jpg
6500,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual,ADIDAS Men Orange T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6500.jpg
6501,Men,Apparel,Topwear,Jackets,White,Summer,2011,Casual,ADIDAS Men Chrome White Jacket,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6501.jpg
6502,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal,Red Tape Men Black Formal Shoes,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6502.jpg
6503,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal,Red Tape Men Black Shoes,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6503.jpg
6504,Men,Apparel,Topwear,Jackets,Blue,Summer,2011,Casual,ADIDAS Men Wind Sky Blue Jacket,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6504.jpg
6505,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal,Red Tape Men's Black Shoe,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6505.jpg
6506,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,ADIDAS Men's Badge White T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6506.jpg
6507,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal,Red Tape Men's Black Leather Formal Shoe,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6507.jpg
6508,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,ADIDAS Men's 365 Polo Sky Blue T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6508.jpg
6509,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal,Red Tape Men Black Shoes,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6509.jpg
6510,Men,Footwear,Sandal,Sandals,Black,Winter,2018,Casual,Red Tape Men Black Sandals,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6510.jpg
6511,Men,Footwear,Sandal,Sandals,Brown,Winter,2018,Casual,Red Tape Men Tan Brown Floater,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6511.jpg
6512,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,ADIDAS Men's Light Green T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6512.jpg
6513,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,UCB Women's Basic Neck Light Pink T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6513.jpg
6514,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Casual,Nike Unisex Medium Black Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6514.jpg
6515,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011,Casual,Nike Unisex Medium Blue Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6515.jpg
6516,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Casual,Nike Unisex Brasilia 4 XL Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6516.jpg
6517,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Casual,Nike Unisex Hayward 25 M Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6517.jpg
6518,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Casual,Nike Unisex Total 90 Stri Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6518.jpg
6519,Men,Apparel,Bottomwear,Track Pants,Blue,Summer,2011,Sports,Nike Men Soccer Liga Black Track Pant,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6519.jpg
6520,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011,Casual,Nike Unisex Total 90 Stri Blue Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6520.jpg
6521,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2011,Sports,Nike Men's Football Navy Blue Short,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6521.jpg
6522,Men,Apparel,Bottomwear,Shorts,White,Summer,2011,Sports,Nike Men's Fit White Short,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6522.jpg
6523,Women,Apparel,Bottomwear,Capris,Black,Summer,2011,Sports,Nike Women Strong Poly Black Capri,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6523.jpg
6524,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Sports,Nike Women's Tempo Blue Short,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6524.jpg
6525,Women,Apparel,Bottomwear,Shorts,Yellow,Summer,2011,Sports,Nike Women's Tempo yellow Short,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6525.jpg
6526,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011,Sports,Nike Women's Strong Poly Black Track Pant,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6526.jpg
6527,Men,Apparel,Bottomwear,Shorts,White,Summer,2011,Sports,Nike Men's Woven White Short,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6527.jpg
6528,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,Nike Men's Pique Red Polo T-Shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6528.jpg
6529,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,Nike Men's Pique Blue Polo T-Shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6529.jpg
6530,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Sports,Nike Women's Power Sphere Polo T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6530.jpg
6531,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011,Casual,Nike Unisex Allegian Blue Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6531.jpg
6532,Women,Apparel,Bottomwear,Skirts,Pink,Summer,2011,Sports,Nike Women's Border Pink Skirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6532.jpg
6533,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2011,Casual,Nike Unisex Allegian Laptop Bag,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6533.jpg
6534,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Nike Women's Border Blue T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6534.jpg
6535,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2011,Casual,Nike Unisex Allegian Black Laptop Bag,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6535.jpg
6536,Men,Apparel,Bottomwear,Shorts,Black,Summer,2011,Sports,Nike Men's Trophy Woven Black Short,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6536.jpg
6537,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Casual,Nike Unisex Fundamen Black Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6537.jpg
6538,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,Nike Men's Training Red T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6538.jpg
6539,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011,Casual,Nike Unisex Fundamen Blue Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6539.jpg
6540,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Sports,Nike Men's Training Green T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6540.jpg
6541,Unisex,Accessories,Bags,Backpacks,Red,Summer,2011,Casual,Nike Unisex Fundamen Red Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6541.jpg
6542,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Sports,Nike Men's Training Green Grey T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6542.jpg
6543,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,Nike Men's Training Black White T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6543.jpg
6544,Unisex,Accessories,Bags,Backpacks,Green,Summer,2011,Casual,Nike Unisex Access FU Green Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6544.jpg
6545,Unisex,Accessories,Bags,Backpacks,Green,Summer,2011,Casual,Nike Unisex All Access FU Green Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6545.jpg
6546,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Casual,Nike Unisex Fundamen Black Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6546.jpg
6547,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Sports,Nike Women's Embossed Yellow T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6547.jpg
6548,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2011,Casual,Nike Unisex Fundamen Grey Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6548.jpg
6549,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Sports,Nike Women's Miler Yellow T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6549.jpg
6550,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2011,Casual,Nike Unisex Grey Fundamen Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6550.jpg
6551,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Nike Men's Miler Singlet Blue T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6551.jpg
6552,Women,Apparel,Topwear,Tops,White,Summer,2011,Sports,Nike Women Aero White Top,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6552.jpg
6553,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011,Casual,Nike Unisex Fundamen Blue Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6553.jpg
6554,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Casual,Nike Unisex All Access Black Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6554.jpg
6555,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2011,Casual,Nike Unisex All Access Grey Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6555.jpg
6556,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Nike Men's Club Pique Blue Polo T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6556.jpg
6557,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011,Casual,Nike Unisex All Access HA Blue Blackpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6557.jpg
6558,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,Nike Men's Club Pique Red T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6558.jpg
6559,Unisex,Accessories,Bags,Backpacks,Pink,Summer,2011,Casual,Nike Unisex All Access HA Pink Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6559.jpg
6560,Unisex,Accessories,Bags,Backpacks,Black,Winter,2012,Casual,Nike Unisex All Access SO Black Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6560.jpg
6561,Unisex,Accessories,Bags,Handbags,Purple,Summer,2011,Casual,Nike Unisex Graphic Play Purple Handbag,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6561.jpg
6562,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Sports,Nike Men's Club Pique Green T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6562.jpg
6563,Unisex,Accessories,Bags,Backpacks,Red,Summer,2012,Casual,Nike Unisex Team Training Red Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6563.jpg
6564,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Sports,Nike Men's Woven Blue Short,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6564.jpg
6565,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual,Nike Unisex Team Training Black Backpack,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6565.jpg
6566,Men,Apparel,Bottomwear,Shorts,Green,Summer,2011,Sports,Nike Men's Green Shorts,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6566.jpg
6567,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,Nike Men's T90 Training White T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6567.jpg
6568,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,Nike Men's T90 Training Black T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6568.jpg
6569,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,Nike Men's Challenger Logo White T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6569.jpg
6570,Men,Apparel,Topwear,Tshirts,Yellow,Winter,2011,Casual,Inkfruit Men's Krishna Lemon Yellow T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6570.jpg
6571,Men,Apparel,Topwear,Tshirts,Yellow,Winter,2011,Casual,Inkfruit Men's Barcode Lemon Yellow T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6571.jpg
6572,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,Nike Men's Challenger Logo Black T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6572.jpg
6574,Men,Apparel,Bottomwear,Shorts,White,Summer,2011,Sports,Nike Men's Woven Dri Fit White Short,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6574.jpg
6575,Men,Apparel,Topwear,Tshirts,Red,Winter,2011,Casual,Inkfruit Men's Baby Tomato Red T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6575.jpg
6576,Men,Apparel,Topwear,Tshirts,White,Winter,2011,Casual,Inkfruit Men's Music Train White T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6576.jpg
6577,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,Nike Men Arsenal Home Stadium Red Jersey,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6577.jpg
6578,Men,Apparel,Topwear,Tshirts,Grey,Winter,2011,Casual,Inkfruit Men's War Dark Grey T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6578.jpg
6579,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2012,Sports,Nike Men Woven Navy Blue 3/4 Pants,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6579.jpg
6581,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Nike Men's The Polo Blue T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6581.jpg
6582,Men,Apparel,Topwear,Tshirts,Navy Blue,Winter,2011,Casual,Inkfruit Men's The Last War Navy T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6582.jpg
6583,Men,Apparel,Topwear,Tshirts,Red,Winter,2011,Casual,Inkfruit Men's We Not Just Living Tomato Red T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6583.jpg
6584,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Sports,Nike Men's The Polo Green T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6584.jpg
6585,Men,Apparel,Topwear,Tshirts,Purple,Winter,2011,Casual,Inkfruit Men's Mementos Of A Travel Purple T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6585.jpg
6586,Men,Apparel,Topwear,Tshirts,Blue,Winter,2011,Casual,Inkfruit Men's Evening Music Royal Blue T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6586.jpg
6587,Men,Apparel,Topwear,Tshirts,Black,Winter,2011,Casual,Inkfruit Men's Rock The Cure Black T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6587.jpg
6588,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,2011,Sports,Nike Women's Bold Nylon Grey Track Pant,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6588.jpg
6589,Men,Apparel,Topwear,Tshirts,Black,Winter,2011,Casual,Inkfruit Men's Party Animal Black T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6589.jpg
6590,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,Nike Men's Team Poly White T-Shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6590.jpg
6591,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Spykar Women's Paint Your Life White T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6591.jpg
6592,Women,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Spykar Women's World Sweet Things White T-shirt,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6592.jpg
6593,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,Spykar Women's Sleeveles White Top,,,/Users/_thu_thuu/Desktop/RMIT/2026sem2/machine learning/Fashion-Intelligence-System-1/A2_FashionDataset/FashionDataset/train/images_train/6593.jpg
