id,articleType,confidence,alt1,alt1_confidence,alt2,alt2_confidence,family,family_confidence,label_before_prior_correction,flags
53867,Flats,0.6412,Heels,0.3026,Flip Flops,0.0089,Shoes,0.9442,Heels,changed_by_prior
53881,Flip Flops,0.282,Flats,0.1878,Sandals,0.0945,Flip Flops,0.282,Flip Flops,low_confidence
53882,Flip Flops,0.3906,Flats,0.1935,Sandals,0.034,Flip Flops,0.3906,Flip Flops,low_confidence
54050,Jeggings,0.6419,Jeans,0.1692,Leggings,0.1215,Bottomwear,0.9418,Jeans,changed_by_prior
54052,Leggings,0.4845,Salwar,0.1393,Patiala,0.0709,Bottomwear,0.796,Leggings,low_confidence
54054,Leggings,0.3081,Jeggings,0.0878,Churidar,0.0671,Bottomwear,0.627,Leggings,low_confidence
54056,Leggings,0.2498,Jeggings,0.0988,Churidar,0.0781,Bottomwear,0.5993,Leggings,low_confidence
54058,Leggings,0.1788,Lounge Shorts,0.0909,Trousers,0.0831,Bottomwear,0.3562,Trousers,low_confidence|changed_by_prior
54059,Leggings,0.4796,Trousers,0.1808,Pendant,0.1048,Bottomwear,0.7023,Trousers,low_confidence|changed_by_prior
54069,Sandals,0.2558,Heels,0.1532,Flats,0.1211,Sandal,0.2783,Sandals,low_confidence
54077,Flats,0.5309,Heels,0.3475,Flip Flops,0.0188,Shoes,0.8807,Heels,changed_by_prior
54078,Sports Shoes,0.4896,Casual Shoes,0.131,Bra,0.0286,Shoes,0.6254,Sports Shoes,low_confidence
54079,Tunics,0.4333,Dresses,0.3487,Kurtas,0.101,Topwear,0.5566,Tunics,low_confidence
54080,Kurtas,0.4054,Tunics,0.1627,Dresses,0.1016,Topwear,0.6449,Kurtas,low_confidence
54081,Kurtas,0.1864,Kurtis,0.1172,Tunics,0.0974,Topwear,0.5034,Kurtis,low_confidence|changed_by_prior
54082,Shirts,0.3642,Kurtas,0.1089,Dresses,0.0503,Topwear,0.5613,Shirts,low_confidence
54083,Shirts,0.369,Tunics,0.1832,Kurtis,0.1332,Topwear,0.7643,Shirts,low_confidence
54084,Tops,0.4045,Tunics,0.1298,Jackets,0.0378,Topwear,0.6478,Tops,low_confidence
54086,Tops,0.3486,Tunics,0.2981,Dresses,0.0886,Topwear,0.7626,Tops,low_confidence
54089,Tshirts,0.3678,Tops,0.2055,Waistcoat,0.0344,Topwear,0.6317,Tshirts,low_confidence
54090,Tunics,0.2054,Tops,0.095,Dresses,0.0828,Topwear,0.5414,Shirts,low_confidence|changed_by_prior
54107,Flats,0.745,Heels,0.2293,Perfume and Body Mist,0.0016,Shoes,0.9747,Heels,changed_by_prior
54113,Flats,0.5691,Heels,0.4186,Perfume and Body Mist,0.0008,Shoes,0.9878,Heels,changed_by_prior
54115,Heels,0.4896,Flats,0.4839,Dresses,0.0016,Shoes,0.9741,Heels,low_confidence
54117,Flats,0.5659,Heels,0.3654,Dresses,0.0029,Shoes,0.9321,Heels,changed_by_prior
54118,Flats,0.5983,Heels,0.353,Dresses,0.0025,Shoes,0.9517,Heels,changed_by_prior
54119,Flats,0.7264,Heels,0.2357,Bra,0.0016,Shoes,0.9625,Heels,changed_by_prior
54120,Flats,0.5601,Heels,0.4106,Perfume and Body Mist,0.0022,Shoes,0.9713,Heels,changed_by_prior
54123,Flats,0.5244,Heels,0.4599,Perfume and Body Mist,0.0014,Shoes,0.9844,Heels,changed_by_prior
54129,Flats,0.5523,Heels,0.3588,Cufflinks,0.008,Shoes,0.9148,Heels,changed_by_prior
54130,Flats,0.6385,Heels,0.3307,Perfume and Body Mist,0.0022,Shoes,0.9694,Heels,changed_by_prior
54131,Flats,0.6811,Heels,0.2956,Perfume and Body Mist,0.0035,Shoes,0.9776,Heels,changed_by_prior
54133,Flats,0.6822,Heels,0.246,Sarees,0.0049,Shoes,0.9305,Heels,changed_by_prior
54136,Flats,0.5865,Heels,0.3702,Flip Flops,0.0025,Shoes,0.9573,Heels,changed_by_prior
54137,Flats,0.5738,Heels,0.3937,Perfume and Body Mist,0.003,Shoes,0.9678,Heels,changed_by_prior
54138,Flats,0.6882,Heels,0.2912,Bra,0.0011,Shoes,0.9796,Heels,changed_by_prior
54139,Flats,0.6689,Heels,0.3078,Perfume and Body Mist,0.0025,Shoes,0.9769,Heels,changed_by_prior
54141,Flats,0.6802,Heels,0.3015,Perfume and Body Mist,0.001,Shoes,0.9818,Heels,changed_by_prior
54144,Flats,0.7473,Heels,0.2435,Handbags,0.0006,Shoes,0.9908,Heels,changed_by_prior
54154,Pendant,0.4025,Necklace and Chains,0.3942,Jewellery Set,0.1696,Jewellery,0.9715,Necklace and Chains,low_confidence|changed_by_prior
54167,Jewellery Set,0.4809,Pendant,0.3484,Necklace and Chains,0.1482,Jewellery,0.9827,Jewellery Set,low_confidence
54175,Pendant,0.4191,Watches,0.2976,Necklace and Chains,0.0551,Jewellery,0.5045,Watches,low_confidence|changed_by_prior
54194,Trousers,0.3625,Lounge Pants,0.3025,Tracksuits,0.0417,Bottomwear,0.4628,Trousers,low_confidence
54226,Lounge Pants,0.3002,Trousers,0.2313,Jeans,0.1273,Bottomwear,0.4931,Trousers,low_confidence|family_disagrees|changed_by_prior
54252,Shirts,0.2886,Perfume and Body Mist,0.0799,Tshirts,0.0523,Topwear,0.4521,Shirts,low_confidence
54334,Jeggings,0.2747,Jeans,0.1951,Leggings,0.0873,Bottomwear,0.6201,Jeans,low_confidence|changed_by_prior
54342,Leggings,0.4367,Jeggings,0.1101,Churidar,0.1081,Bottomwear,0.6952,Leggings,low_confidence
54343,Dresses,0.0983,Casual Shoes,0.0922,Tops,0.0755,Shoes,0.1879,Casual Shoes,low_confidence|family_disagrees|changed_by_prior
54344,Socks,0.3849,Sports Shoes,0.0611,Gloves,0.0523,Socks,0.3935,Socks,low_confidence
54476,Briefs,0.1371,Handbags,0.1279,Accessory Gift Set,0.0932,Bags,0.1955,Accessory Gift Set,low_confidence|family_disagrees|changed_by_prior
54487,Handbags,0.2329,Perfume and Body Mist,0.1304,Dresses,0.0881,Bags,0.4046,Backpacks,low_confidence|changed_by_prior
54488,Handbags,0.3634,Waist Pouch,0.1406,Backpacks,0.1288,Bags,0.7046,Backpacks,low_confidence|changed_by_prior
54489,Mobile Pouch,0.1221,Clutches,0.0975,Perfume and Body Mist,0.096,Bags,0.3267,Backpacks,low_confidence|changed_by_prior
54490,Perfume and Body Mist,0.2076,Deodorant,0.1315,Messenger Bag,0.0842,Fragrance,0.3498,Backpacks,low_confidence|changed_by_prior
54516,Casual Shoes,0.4072,Sports Shoes,0.1718,Flats,0.0279,Shoes,0.6114,Casual Shoes,low_confidence
54518,Casual Shoes,0.3181,Sports Shoes,0.0669,Flats,0.0578,Shoes,0.4481,Casual Shoes,low_confidence
54530,Sports Shoes,0.4644,Casual Shoes,0.2212,Flats,0.0222,Shoes,0.7095,Sports Shoes,low_confidence
54539,Casual Shoes,0.4426,Sports Shoes,0.2276,Bracelet,0.0108,Shoes,0.6776,Casual Shoes,low_confidence
54540,Sports Shoes,0.3454,Casual Shoes,0.1765,Earrings,0.0178,Shoes,0.5278,Sports Shoes,low_confidence
54546,Handbags,0.3492,Dresses,0.2001,Travel Accessory,0.1177,Bags,0.4048,Handbags,low_confidence
54548,Tunics,0.4116,Kurtas,0.2659,Dresses,0.095,Topwear,0.7511,Kurtas,low_confidence|changed_by_prior
54549,Kurtis,0.4137,Tops,0.1733,Tunics,0.1628,Topwear,0.847,Kurtis,low_confidence
54555,Kurtas,0.2817,Dupatta,0.2446,Stoles,0.1714,Topwear,0.5628,Dupatta,low_confidence|changed_by_prior
54558,Kurtas,0.4071,Dresses,0.1173,Tunics,0.0907,Topwear,0.6113,Kurtas,low_confidence
54575,Tops,0.3953,Tunics,0.2668,Kurtis,0.2332,Topwear,0.9094,Kurtis,low_confidence|changed_by_prior
54680,Kurtas,0.3983,Stoles,0.0545,Tunics,0.0475,Topwear,0.5453,Kurtas,low_confidence
54695,Tunics,0.4454,Kurtas,0.1794,Tops,0.1215,Topwear,0.7746,Tunics,low_confidence
54697,Tunics,0.354,Dresses,0.2274,Tops,0.141,Topwear,0.6375,Tunics,low_confidence
54698,Tunics,0.4189,Dresses,0.3748,Tops,0.1484,Topwear,0.5826,Tunics,low_confidence
54702,Tunics,0.2298,Tops,0.1823,Kurtas,0.098,Topwear,0.6504,Shirts,low_confidence|changed_by_prior
54704,Night suits,0.4735,Kurta Sets,0.228,Sarees,0.1284,Loungewear and Nightwear,0.4805,Night suits,low_confidence
54705,Night suits,0.4185,Sarees,0.248,Kurta Sets,0.1625,Loungewear and Nightwear,0.4562,Night suits,low_confidence
54716,Kurtas,0.3611,Dresses,0.3327,Tunics,0.189,Topwear,0.5677,Kurtas,low_confidence
54724,Night suits,0.2819,Kurta Sets,0.1982,Sarees,0.1533,Loungewear and Nightwear,0.3029,Night suits,low_confidence
54727,Kurtas,0.1884,Tunics,0.1813,Tops,0.1181,Topwear,0.5561,Kurtas,low_confidence
54813,Dresses,0.3465,Backpacks,0.1371,Skirts,0.1047,Dress,0.3513,Backpacks,low_confidence|changed_by_prior
54831,Clutches,0.4788,Gloves,0.1761,Booties,0.1438,Bags,0.5532,Clutches,low_confidence
54836,Handbags,0.4418,Clutches,0.3261,Mobile Pouch,0.0156,Bags,0.8135,Handbags,low_confidence
54842,Cufflinks,0.1347,Sports Shoes,0.1239,Heels,0.0794,Shoes,0.236,Sports Shoes,low_confidence|family_disagrees|changed_by_prior
54851,Necklace and Chains,0.2897,Jewellery Set,0.251,Earrings,0.2059,Jewellery,0.7914,Tshirts,low_confidence|changed_by_prior
54860,Necklace and Chains,0.4714,Jewellery Set,0.3662,Pendant,0.0638,Jewellery,0.9149,Necklace and Chains,low_confidence
54864,Necklace and Chains,0.3454,Jewellery Set,0.2901,Pendant,0.1234,Jewellery,0.8234,Watches,low_confidence|changed_by_prior
54865,Pendant,0.4241,Necklace and Chains,0.2687,Jewellery Set,0.1013,Jewellery,0.83,Pendant,low_confidence
54880,Necklace and Chains,0.4369,Jewellery Set,0.3243,Patiala,0.028,Jewellery,0.8041,Necklace and Chains,low_confidence
54882,Jewellery Set,0.3988,Necklace and Chains,0.3019,Pendant,0.208,Jewellery,0.9228,Jewellery Set,low_confidence
54886,Jewellery Set,0.3184,Necklace and Chains,0.0853,Pendant,0.0604,Jewellery,0.5211,Jewellery Set,low_confidence
54890,Tshirts,0.2455,Tops,0.2369,Bra,0.0312,Topwear,0.5505,Tshirts,low_confidence
54894,Lounge Pants,0.6062,Track Pants,0.1539,Trousers,0.0565,Loungewear and Nightwear,0.6303,Track Pants,changed_by_prior
54896,Jeans,0.2124,Capris,0.1669,Leggings,0.0873,Bottomwear,0.6004,Jeans,low_confidence
54897,Tshirts,0.2751,Tops,0.2037,Jackets,0.0252,Topwear,0.5633,Tshirts,low_confidence
54902,Kurtas,0.2058,Shirts,0.1096,Tshirts,0.0526,Topwear,0.4415,Shirts,low_confidence|changed_by_prior
54911,Tshirts,0.2766,Jackets,0.1007,Tops,0.1005,Topwear,0.5289,Tshirts,low_confidence
54918,Lounge Shorts,0.4707,Skirts,0.127,Lounge Pants,0.0846,Loungewear and Nightwear,0.5582,Skirts,low_confidence|changed_by_prior
54919,Lounge Shorts,0.4948,Capris,0.1265,Shorts,0.0771,Loungewear and Nightwear,0.53,Shorts,low_confidence|changed_by_prior
54921,Capris,0.4704,Lounge Shorts,0.242,Shorts,0.0757,Bottomwear,0.6354,Capris,low_confidence
54929,Tshirts,0.3559,Tops,0.1938,Tunics,0.0422,Topwear,0.6355,Tshirts,low_confidence
54932,Jackets,0.3379,Dresses,0.2591,Tops,0.1332,Topwear,0.5375,Jackets,low_confidence
54933,Jackets,0.276,Tops,0.1299,Dresses,0.1063,Topwear,0.5561,Tshirts,low_confidence|changed_by_prior
54940,Tshirts,0.3876,Tops,0.2666,Bra,0.0345,Topwear,0.6841,Tshirts,low_confidence
54942,Jackets,0.1757,Tshirts,0.1304,Shirts,0.1225,Topwear,0.5112,Tshirts,low_confidence|changed_by_prior
54943,Jackets,0.2417,Tshirts,0.1713,Kurtas,0.0736,Topwear,0.5574,Tshirts,low_confidence|changed_by_prior
54944,Tshirts,0.1718,Shirts,0.0917,Dresses,0.0544,Topwear,0.4114,Tshirts,low_confidence
54948,Jackets,0.5953,Sweatshirts,0.1265,Sweaters,0.0532,Topwear,0.8349,Sweatshirts,changed_by_prior
54959,Tshirts,0.1423,Perfume and Body Mist,0.0851,Nail Polish,0.0749,Topwear,0.3081,Tshirts,low_confidence
54975,Tops,0.3888,Tunics,0.2463,Tshirts,0.1224,Topwear,0.7757,Tshirts,low_confidence|changed_by_prior
54983,Leggings,0.4555,Jeans,0.1841,Jeggings,0.0516,Bottomwear,0.78,Leggings,low_confidence
54987,Kurtas,0.4587,Tunics,0.1756,Kurtis,0.084,Topwear,0.7986,Kurtas,low_confidence
54989,Kurtas,0.2653,Dresses,0.2613,Tops,0.1782,Topwear,0.5617,Kurtas,low_confidence
54993,Shirts,0.4694,Tops,0.1082,Jackets,0.0306,Topwear,0.6744,Shirts,low_confidence
54995,Kajal and Eyeliner,0.4022,Lip Liner,0.2934,Ties,0.047,Makeup,0.4103,Kajal and Eyeliner,low_confidence
54997,Kajal and Eyeliner,0.3972,Lip Liner,0.2686,Ties,0.0478,Makeup,0.4061,Kajal and Eyeliner,low_confidence
55000,Kajal and Eyeliner,0.4125,Lip Liner,0.2614,Ties,0.0457,Makeup,0.4216,Kajal and Eyeliner,low_confidence
55001,Kajal and Eyeliner,0.4537,Lip Liner,0.2819,Ties,0.0364,Makeup,0.4628,Kajal and Eyeliner,low_confidence
55002,Kajal and Eyeliner,0.4025,Lip Liner,0.2743,Ties,0.0476,Makeup,0.4112,Kajal and Eyeliner,low_confidence
55003,Kajal and Eyeliner,0.4481,Lip Liner,0.2422,Ties,0.0424,Makeup,0.4576,Kajal and Eyeliner,low_confidence
55006,Lip Liner,0.2739,Perfume and Body Mist,0.2278,Kajal and Eyeliner,0.143,Lips,0.317,Lip Liner,low_confidence
55007,Lip Liner,0.262,Perfume and Body Mist,0.2075,Kajal and Eyeliner,0.1738,Lips,0.3109,Lip Liner,low_confidence
55008,Lip Liner,0.256,Perfume and Body Mist,0.2121,Kajal and Eyeliner,0.1771,Lips,0.3113,Lip Liner,low_confidence
55009,Lip Liner,0.2552,Perfume and Body Mist,0.185,Kajal and Eyeliner,0.1682,Lips,0.3107,Lip Liner,low_confidence
55010,Lip Liner,0.2828,Perfume and Body Mist,0.2123,Kajal and Eyeliner,0.1536,Lips,0.3275,Lip Liner,low_confidence
55012,Lipstick,0.3197,Kajal and Eyeliner,0.2694,Lip Liner,0.1011,Lips,0.4208,Lipstick,low_confidence
55015,Lipstick,0.3172,Kajal and Eyeliner,0.2728,Lip Liner,0.0966,Lips,0.4138,Lipstick,low_confidence
55018,Lipstick,0.3221,Kajal and Eyeliner,0.2692,Lip Liner,0.0936,Lips,0.4157,Lipstick,low_confidence
55020,Lipstick,0.3185,Kajal and Eyeliner,0.2727,Lip Liner,0.1041,Lips,0.4226,Lipstick,low_confidence
55034,Lipstick,0.4936,Nail Polish,0.066,Foundation and Primer,0.0565,Lips,0.5499,Lipstick,low_confidence
55045,Perfume and Body Mist,0.1483,Lipstick,0.1328,Deodorant,0.0955,Fragrance,0.2462,Lipstick,low_confidence|changed_by_prior
55046,Perfume and Body Mist,0.1451,Lipstick,0.1352,Deodorant,0.0974,Fragrance,0.2449,Lipstick,low_confidence|changed_by_prior
55048,Lipstick,0.1616,Perfume and Body Mist,0.1208,Lip Liner,0.1119,Lips,0.2735,Lipstick,low_confidence
55049,Lipstick,0.1603,Lip Liner,0.1351,Perfume and Body Mist,0.1069,Lips,0.2955,Lipstick,low_confidence
55050,Lipstick,0.1611,Perfume and Body Mist,0.123,Lip Liner,0.1141,Lips,0.2752,Lipstick,low_confidence
55051,Lipstick,0.1676,Perfume and Body Mist,0.137,Lip Liner,0.0892,Lips,0.2568,Lipstick,low_confidence
55052,Lipstick,0.1633,Perfume and Body Mist,0.123,Lip Liner,0.1149,Lips,0.2781,Lipstick,low_confidence
55053,Perfume and Body Mist,0.1385,Lipstick,0.127,Lip Liner,0.1085,Lips,0.2354,Lipstick,low_confidence|family_disagrees|changed_by_prior
55054,Lipstick,0.1726,Lip Liner,0.1226,Perfume and Body Mist,0.1077,Lips,0.2953,Lipstick,low_confidence
55055,Lipstick,0.1615,Perfume and Body Mist,0.1204,Lip Liner,0.1161,Lips,0.2777,Lipstick,low_confidence
55056,Lipstick,0.1416,Perfume and Body Mist,0.1313,Deodorant,0.0966,Fragrance,0.2304,Lipstick,low_confidence|family_disagrees
55057,Nail Polish,0.1717,Lipstick,0.1703,Pendant,0.1387,Lips,0.2465,Lipstick,low_confidence|family_disagrees|changed_by_prior
55058,Perfume and Body Mist,0.1471,Lipstick,0.1306,Deodorant,0.0963,Fragrance,0.2458,Lipstick,low_confidence|changed_by_prior
55059,Lipstick,0.182,Lip Liner,0.1225,Perfume and Body Mist,0.1118,Lips,0.3045,Lipstick,low_confidence
55060,Perfume and Body Mist,0.1402,Lipstick,0.1284,Lip Liner,0.1071,Lips,0.2355,Lipstick,low_confidence|family_disagrees|changed_by_prior
55061,Lipstick,0.1451,Perfume and Body Mist,0.1313,Deodorant,0.0998,Fragrance,0.2337,Lipstick,low_confidence|family_disagrees
55062,Lipstick,0.1645,Perfume and Body Mist,0.131,Lip Liner,0.0996,Lips,0.264,Lipstick,low_confidence
55063,Lipstick,0.4567,Perfume and Body Mist,0.1366,Shoe Accessories,0.1301,Lips,0.4775,Lipstick,low_confidence
55064,Lipstick,0.1638,Deodorant,0.1413,Perfume and Body Mist,0.1231,Fragrance,0.2671,Lipstick,low_confidence|family_disagrees
55065,Lipstick,0.1716,Perfume and Body Mist,0.1291,Deodorant,0.0993,Lips,0.2666,Lipstick,low_confidence
55066,Lipstick,0.1516,Perfume and Body Mist,0.1283,Deodorant,0.0961,Lips,0.2368,Lipstick,low_confidence
55067,Lipstick,0.4349,Perfume and Body Mist,0.1728,Shoe Accessories,0.1085,Lips,0.4532,Lipstick,low_confidence
55068,Perfume and Body Mist,0.4968,Shoe Accessories,0.1741,Leggings,0.0682,Fragrance,0.4982,Perfume and Body Mist,low_confidence
55072,Kajal and Eyeliner,0.2385,Lip Liner,0.1773,Perfume and Body Mist,0.1034,Lips,0.2781,Kajal and Eyeliner,low_confidence|family_disagrees
55075,Lip Liner,0.4824,Kajal and Eyeliner,0.3755,Ties,0.0371,Lips,0.4855,Lip Liner,low_confidence
55078,Handbags,0.4304,Foundation and Primer,0.256,Flats,0.0722,Bags,0.4464,Handbags,low_confidence
55079,Handbags,0.4147,Foundation and Primer,0.2875,Flats,0.0667,Bags,0.4293,Handbags,low_confidence
55080,Perfume and Body Mist,0.2985,Handbags,0.1958,Mobile Pouch,0.0637,Bags,0.3271,Handbags,low_confidence|family_disagrees|changed_by_prior
55081,Foundation and Primer,0.2284,Shoe Accessories,0.1433,Pendant,0.0931,Makeup,0.2352,Foundation and Primer,low_confidence
55087,Deodorant,0.3246,Perfume and Body Mist,0.1628,Shoe Accessories,0.1311,Fragrance,0.4892,Deodorant,low_confidence
55093,Foundation and Primer,0.4414,Watches,0.1706,Shoe Accessories,0.1477,Makeup,0.4428,Foundation and Primer,low_confidence
55094,Deodorant,0.286,Perfume and Body Mist,0.1014,Foundation and Primer,0.0808,Fragrance,0.3888,Deodorant,low_confidence
55098,Perfume and Body Mist,0.2077,Bracelet,0.0781,Handbags,0.0667,Fragrance,0.2117,Handbags,low_confidence|changed_by_prior
55099,Perfume and Body Mist,0.4603,Lipstick,0.146,Pendant,0.0824,Fragrance,0.466,Perfume and Body Mist,low_confidence
55100,Perfume and Body Mist,0.5551,Wallets,0.2115,Foundation and Primer,0.0196,Fragrance,0.559,Wallets,changed_by_prior
55109,Mobile Pouch,0.439,Perfume and Body Mist,0.0854,Bangle,0.0647,Bags,0.5302,Mobile Pouch,low_confidence
55110,Perfume and Body Mist,0.4434,Flats,0.0751,Basketballs,0.0346,Fragrance,0.4504,Perfume and Body Mist,low_confidence
55111,Perfume and Body Mist,0.4635,Flats,0.0648,Basketballs,0.0308,Fragrance,0.471,Perfume and Body Mist,low_confidence
55112,Perfume and Body Mist,0.445,Flats,0.0692,Basketballs,0.0327,Fragrance,0.4524,Perfume and Body Mist,low_confidence
55113,Foundation and Primer,0.1987,Accessory Gift Set,0.0942,Perfume and Body Mist,0.052,Makeup,0.2034,Accessory Gift Set,low_confidence|changed_by_prior
55114,Foundation and Primer,0.2241,Accessory Gift Set,0.0983,Perfume and Body Mist,0.0489,Makeup,0.2287,Accessory Gift Set,low_confidence|changed_by_prior
55115,Foundation and Primer,0.1977,Accessory Gift Set,0.1017,Basketballs,0.0554,Makeup,0.2022,Accessory Gift Set,low_confidence|changed_by_prior
55116,Handbags,0.2853,Perfume and Body Mist,0.1394,Foundation and Primer,0.0489,Bags,0.3968,Handbags,low_confidence
55117,Handbags,0.2848,Perfume and Body Mist,0.1219,Foundation and Primer,0.0496,Bags,0.3985,Handbags,low_confidence
55118,Handbags,0.2851,Perfume and Body Mist,0.1325,Foundation and Primer,0.0487,Bags,0.3977,Handbags,low_confidence
55120,Nail Polish,0.459,Perfume and Body Mist,0.2214,Deodorant,0.0374,Nails,0.459,Nail Polish,low_confidence
55122,Nail Polish,0.4809,Perfume and Body Mist,0.1951,Deodorant,0.0384,Nails,0.4809,Nail Polish,low_confidence
55123,Foundation and Primer,0.2106,Nail Polish,0.1708,Perfume and Body Mist,0.086,Makeup,0.2203,Tshirts,low_confidence|changed_by_prior
55124,Nail Polish,0.4909,Perfume and Body Mist,0.1967,Foundation and Primer,0.0472,Nails,0.4909,Nail Polish,low_confidence
55126,Nail Polish,0.4419,Perfume and Body Mist,0.2591,Foundation and Primer,0.0488,Nails,0.4419,Nail Polish,low_confidence
55128,Nail Polish,0.4681,Perfume and Body Mist,0.2045,Deodorant,0.0342,Nails,0.4681,Nail Polish,low_confidence
55130,Perfume and Body Mist,0.4758,Nail Polish,0.1511,Foundation and Primer,0.0892,Fragrance,0.5092,Perfume and Body Mist,low_confidence
55131,Nail Polish,0.3666,Perfume and Body Mist,0.3399,Foundation and Primer,0.0521,Nails,0.3666,Nail Polish,low_confidence
55132,Nail Polish,0.3865,Perfume and Body Mist,0.2568,Foundation and Primer,0.0995,Nails,0.3865,Nail Polish,low_confidence
55133,Nail Polish,0.4584,Perfume and Body Mist,0.2338,Foundation and Primer,0.0911,Nails,0.4584,Nail Polish,low_confidence
55135,Nail Polish,0.4316,Perfume and Body Mist,0.2948,Foundation and Primer,0.0472,Nails,0.4316,Nail Polish,low_confidence
55136,Perfume and Body Mist,0.4437,Deodorant,0.2397,Foundation and Primer,0.0908,Fragrance,0.6859,Deodorant,low_confidence|changed_by_prior
55137,Nail Polish,0.4933,Perfume and Body Mist,0.1947,Deodorant,0.0311,Nails,0.4933,Nail Polish,low_confidence
55139,Perfume and Body Mist,0.2597,Handbags,0.1717,Deodorant,0.0786,Fragrance,0.3389,Handbags,low_confidence|changed_by_prior
55140,Lipstick,0.3464,Perfume and Body Mist,0.1107,Nail Polish,0.0811,Lips,0.3552,Lipstick,low_confidence
55141,Nail Polish,0.495,Perfume and Body Mist,0.1811,Deodorant,0.0565,Nails,0.495,Nail Polish,low_confidence
55142,Lipstick,0.2082,Perfume and Body Mist,0.1791,Foundation and Primer,0.116,Fragrance,0.2387,Lipstick,low_confidence|family_disagrees
55144,Lipstick,0.1946,Foundation and Primer,0.1814,Nail Polish,0.1597,Lips,0.2013,Tshirts,low_confidence|changed_by_prior
55145,Nail Polish,0.4349,Perfume and Body Mist,0.2731,Foundation and Primer,0.0697,Nails,0.4349,Nail Polish,low_confidence
55146,Nail Polish,0.4483,Perfume and Body Mist,0.2812,Foundation and Primer,0.0781,Nails,0.4483,Nail Polish,low_confidence
55150,Nail Polish,0.38,Perfume and Body Mist,0.3507,Foundation and Primer,0.0898,Fragrance,0.3855,Nail Polish,low_confidence|family_disagrees
55157,Nail Polish,0.4675,Perfume and Body Mist,0.2623,Foundation and Primer,0.0804,Nails,0.4675,Nail Polish,low_confidence
55161,Nail Polish,0.4828,Perfume and Body Mist,0.2647,Foundation and Primer,0.0587,Nails,0.4828,Nail Polish,low_confidence
55162,Nail Polish,0.4905,Perfume and Body Mist,0.224,Foundation and Primer,0.0655,Nails,0.4905,Nail Polish,low_confidence
55187,Perfume and Body Mist,0.4692,Dresses,0.0484,Pendant,0.0478,Fragrance,0.4799,Perfume and Body Mist,low_confidence
55202,Perfume and Body Mist,0.3114,Mobile Pouch,0.0408,Handbags,0.0385,Fragrance,0.3258,Perfume and Body Mist,low_confidence
55203,Perfume and Body Mist,0.3337,Earrings,0.0888,Bra,0.0343,Fragrance,0.3417,Perfume and Body Mist,low_confidence
55205,Perfume and Body Mist,0.4287,Earrings,0.1618,Lipstick,0.1383,Fragrance,0.4409,Perfume and Body Mist,low_confidence
55209,Perfume and Body Mist,0.4763,Earrings,0.1896,Lipstick,0.1197,Fragrance,0.4907,Perfume and Body Mist,low_confidence
55210,Perfume and Body Mist,0.4779,Earrings,0.1877,Lipstick,0.1193,Fragrance,0.4921,Perfume and Body Mist,low_confidence
55212,Lipstick,0.4758,Lounge Shorts,0.1034,Perfume and Body Mist,0.0773,Lips,0.4992,Lipstick,low_confidence
55217,Lipstick,0.4879,Earrings,0.225,Perfume and Body Mist,0.0563,Lips,0.5207,Lipstick,low_confidence
55218,Kajal and Eyeliner,0.483,Lip Liner,0.4059,Lipstick,0.0163,Makeup,0.4852,Kajal and Eyeliner,low_confidence
55227,Perfume and Body Mist,0.2061,Lipstick,0.2023,Shoe Accessories,0.0737,Fragrance,0.2689,Lipstick,low_confidence|changed_by_prior
55229,Lipstick,0.2106,Perfume and Body Mist,0.1721,Foundation and Primer,0.0673,Lips,0.2314,Lipstick,low_confidence
55230,Lounge Shorts,0.2211,Socks,0.1544,Fragrance Gift Set,0.153,Fragrance,0.3176,Fragrance Gift Set,low_confidence|family_disagrees|changed_by_prior
55231,Lounge Shorts,0.2201,Socks,0.1561,Fragrance Gift Set,0.1547,Fragrance,0.3206,Fragrance Gift Set,low_confidence|family_disagrees|changed_by_prior
55232,Lounge Shorts,0.231,Socks,0.1501,Fragrance Gift Set,0.1486,Fragrance,0.3103,Fragrance Gift Set,low_confidence|family_disagrees|changed_by_prior
55233,Lounge Shorts,0.4941,Deodorant,0.2563,Perfume and Body Mist,0.0391,Loungewear and Nightwear,0.4965,Lounge Shorts,low_confidence
55244,Deodorant,0.2183,Perfume and Body Mist,0.0731,Shoe Accessories,0.0584,Fragrance,0.2935,Deodorant,low_confidence
55245,Deodorant,0.2129,Perfume and Body Mist,0.0718,Shoe Accessories,0.0594,Fragrance,0.2867,Deodorant,low_confidence
55246,Deodorant,0.2078,Perfume and Body Mist,0.0729,Shoe Accessories,0.0538,Fragrance,0.2828,Deodorant,low_confidence
55247,Mobile Pouch,0.1736,Perfume and Body Mist,0.1169,Foundation and Primer,0.1102,Bags,0.2283,Mobile Pouch,low_confidence
55248,Mobile Pouch,0.2108,Foundation and Primer,0.1077,Perfume and Body Mist,0.087,Bags,0.272,Mobile Pouch,low_confidence
55249,Mobile Pouch,0.1687,Foundation and Primer,0.118,Perfume and Body Mist,0.0988,Bags,0.2301,Mobile Pouch,low_confidence
55250,Perfume and Body Mist,0.3168,Foundation and Primer,0.2644,Handbags,0.0486,Fragrance,0.3183,Foundation and Primer,low_confidence|changed_by_prior
55251,Heels,0.1858,Basketballs,0.1121,Flats,0.0852,Shoes,0.2865,Heels,low_confidence
