query,rank,id,articleType,subCategory,masterCategory,baseColour,gender,usage,productDisplayName,image_path,similarity,mode
images (2).jpg,5,13231,Shorts,Bottomwear,Apparel,Blue,Men,Casual,Palm Tree Kids Boys Washed Blue Shorts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13231.jpg,0.6334,letterbox
images (2).jpg,6,13230,Shorts,Bottomwear,Apparel,Blue,Men,Casual,Palm Tree Kids Boys Washed Blue Shorts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13230.jpg,0.6334,letterbox
images (2).jpg,7,2187,Shorts,Bottomwear,Apparel,Navy Blue,Men,Sports,ADIDAS Men Stripe Navy Short,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\2187.jpg,0.6324,letterbox
images (2).jpg,8,15644,Shorts,Bottomwear,Apparel,Navy Blue,Men,Sports,Nike Men As Df Crckt Navy Blue Shorts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\15644.jpg,0.6319,letterbox
images (3).jpg,1,30477,Bra,Innerwear,Apparel,Beige,Women,Casual,Lovable Women Encircle Beige Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\30477.jpg,0.6879,letterbox
images (3).jpg,2,27452,Bra,Innerwear,Apparel,White,Women,Casual,Jockey Essence White Solid Non-Wired Non-Padded Slim FIt Bra 1615,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\27452.jpg,0.6545,letterbox
images (3).jpg,3,27451,Bra,Innerwear,Apparel,Beige,Women,Casual,Jockey Essence Beige Full-Coverage Bra 1615,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\27451.jpg,0.6466,letterbox
images (3).jpg,4,50042,Bra,Innerwear,Apparel,Beige,Women,Casual,Hanes Women Beige Concealing Petals Underwire Moulded Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50042.jpg,0.6387,letterbox
images (3).jpg,5,27141,Bra,Innerwear,Apparel,Beige,Women,Casual,Miss-T Beige Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\27141.jpg,0.6266,letterbox
images (3).jpg,6,30499,Bra,Innerwear,Apparel,Beige,Women,Casual,Lovable Women Fiona Beige Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\30499.jpg,0.6246,letterbox
images (3).jpg,7,30483,Bra,Innerwear,Apparel,Cream,Women,Casual,Lovable Women Tease Yellow Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\30483.jpg,0.6218,letterbox
images (3).jpg,8,50968,Bra,Innerwear,Apparel,White,Women,Casual,Enamor White Lift Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50968.jpg,0.621,letterbox
images (4).jpg,1,27457,Bra,Innerwear,Apparel,Black,Women,Casual,Jockey Black Seamless Bra 1672,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\27457.jpg,0.6873,letterbox
images (4).jpg,2,30533,Bra,Innerwear,Apparel,Black,Women,Casual,Lovable Cotton Essensuals Black Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\30533.jpg,0.6792,letterbox
images (4).jpg,3,21610,Bra,Innerwear,Apparel,Black,Women,Casual,Enamor Women Smooth Black Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\21610.jpg,0.6671,letterbox
images (4).jpg,4,30475,Bra,Innerwear,Apparel,Black,Women,Casual,Lovable Women Encircle Black Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\30475.jpg,0.6664,letterbox
images (4).jpg,5,21650,Bra,Innerwear,Apparel,Black,Women,Casual,Enamor Women Classique Black Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\21650.jpg,0.6609,letterbox
images (4).jpg,6,51825,Bra,Innerwear,Apparel,Black,Women,Casual,Bwitch  Black Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\51825.jpg,0.654,letterbox
images (4).jpg,7,27402,Bra,Innerwear,Apparel,Black,Women,Casual,Jockey Essence Jane Black Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\27402.jpg,0.6516,letterbox
images (4).jpg,8,27454,Bra,Innerwear,Apparel,Black,Women,Casual,Jockey Black Full-Coverage Bra 1616,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\27454.jpg,0.6504,letterbox
images (5).jpg,1,51619,Jeggings,Bottomwear,Apparel,White,Women,Casual,Kraus Jeans Women White Jeggings,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\51619.jpg,0.5972,letterbox
images (5).jpg,2,42410,Briefs,Innerwear,Apparel,White,Men,Casual,Basics Men White Hip Brief,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\42410.jpg,0.568,letterbox
images (5).jpg,3,50985,Briefs,Innerwear,Apparel,White,Women,Casual,Enamor Women White Brief,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50985.jpg,0.5642,letterbox
images (5).jpg,4,34613,Briefs,Innerwear,Apparel,White,Men,Casual,Hanes Men ComfortSoft Pack of 2 Waistband Hip Briefs,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\34613.jpg,0.5642,letterbox
images (5).jpg,5,15801,Briefs,Innerwear,Apparel,Blue,Men,Casual,Facit Men Mid- Rise BF Blue Briefs,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\15801.jpg,0.5594,letterbox
images (5).jpg,6,31407,Briefs,Innerwear,Apparel,White,Men,Casual,Spykar Men White Pandro Brief,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\31407.jpg,0.5565,letterbox
images (5).jpg,7,50989,Briefs,Innerwear,Apparel,Gold,Women,Casual,Enamor Women Gold Briefs,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50989.jpg,0.5504,letterbox
images (5).jpg,8,42407,Briefs,Innerwear,Apparel,White,Men,Casual,Basics Men White Printed Fashion Brief,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\42407.jpg,0.5385,letterbox
images (6).jpg,1,51031,Bra,Innerwear,Apparel,White,Women,Casual,Enamor White Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\51031.jpg,0.7304,letterbox
images (6).jpg,2,30480,Bra,Innerwear,Apparel,Pink,Women,Casual,Lovable Women Tease Pink Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\30480.jpg,0.7158,letterbox
images (6).jpg,3,50976,Bra,Innerwear,Apparel,Pink,Women,Casual,Enamor Petal Pink Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50976.jpg,0.6988,letterbox
images (6).jpg,4,30463,Bra,Innerwear,Apparel,Pink,Women,Casual,Lovable Women All Day Long Pink Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\30463.jpg,0.6976,letterbox
images (6).jpg,5,27129,Bra,Innerwear,Apparel,White,Women,Casual,Miss-T White Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\27129.jpg,0.6813,letterbox
images (6).jpg,6,27449,Bra,Innerwear,Apparel,Pink,Women,Casual,Jockey Essence Pink Full-Coverage Slim Fit Bra 1615-0105,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\27449.jpg,0.6809,letterbox
images (6).jpg,7,30483,Bra,Innerwear,Apparel,Cream,Women,Casual,Lovable Women Tease Yellow Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\30483.jpg,0.6801,letterbox
images (6).jpg,8,21629,Bra,Innerwear,Apparel,White,Women,Casual,Enamor Women Lift White Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\21629.jpg,0.6773,letterbox
images.jpg,1,1917,Casual Shoes,Shoes,Footwear,White,Men,Casual,Puma Men White Sneakers,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\1917.jpg,0.6366,letterbox
images.jpg,2,5408,Sports Shoes,Shoes,Footwear,Blue,Unisex,Sports,Quechua Wayta Jr Blue,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\5408.jpg,0.6216,letterbox
images.jpg,3,45098,Briefs,Innerwear,Apparel,Pink,Women,Casual,Bwitch Fushia Pink Sapphire Brief,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\45098.jpg,0.6084,letterbox
images.jpg,4,4453,Caps,Headwear,Accessories,White,Unisex,Casual,Nike Unisex Rodger Federer White Grey Red Cap,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4453.jpg,0.6028,letterbox
images.jpg,5,50968,Bra,Innerwear,Apparel,White,Women,Casual,Enamor White Lift Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50968.jpg,0.6026,letterbox
images.jpg,6,16016,Scarves,Scarves,Accessories,White,Men,Casual,Turtle Check Men White Scarf,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\16016.jpg,0.6,letterbox
images.jpg,7,38308,Scarves,Scarves,Accessories,Blue,Men,Casual,Reid & Taylor Men Blue Scarf,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\38308.jpg,0.5995,letterbox
images.jpg,8,38565,Caps,Headwear,Accessories,White,Men,Casual,Nike Men White Bull Logo Cap,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\38565.jpg,0.5955,letterbox
mygoods_34_475601_3x4-ezgif.com-avif-to-jpg-converter-1.jpg,1,50899,Sarees,Saree,Apparel,Beige,Women,Ethnic,Prafful Beige & Purple Printed Sari,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50899.jpg,0.6762,letterbox
mygoods_34_475601_3x4-ezgif.com-avif-to-jpg-converter-1.jpg,2,50898,Sarees,Saree,Apparel,Beige,Women,Ethnic,Prafful Beige & Maroon Printed Sari,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50898.jpg,0.6605,letterbox
mygoods_34_475601_3x4-ezgif.com-avif-to-jpg-converter-1.jpg,3,34952,Sarees,Saree,Apparel,Beige,Women,Ethnic,Fabindia Women H& Printed Beige Sari,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\34952.jpg,0.6562,letterbox
mygoods_34_475601_3x4-ezgif.com-avif-to-jpg-converter-1.jpg,4,34960,Sarees,Saree,Apparel,Beige,Women,Ethnic,Fabindia Women H& Printed Beige Sari,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\34960.jpg,0.6459,letterbox
mygoods_34_475601_3x4-ezgif.com-avif-to-jpg-converter-1.jpg,5,34956,Sarees,Saree,Apparel,Beige,Women,Ethnic,Fabindia Beige Jaipur Print Cotton Sari,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\34956.jpg,0.6181,letterbox
mygoods_34_475601_3x4-ezgif.com-avif-to-jpg-converter-1.jpg,6,34949,Sarees,Saree,Apparel,Black,Women,Ethnic,Fabindia Women H& Printed Black Sari,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\34949.jpg,0.6135,letterbox
mygoods_34_475601_3x4-ezgif.com-avif-to-jpg-converter-1.jpg,7,50861,Sarees,Saree,Apparel,Cream,Women,Ethnic,Prafful Cream & Purple Printed Sari,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50861.jpg,0.6052,letterbox
mygoods_34_475601_3x4-ezgif.com-avif-to-jpg-converter-1.jpg,8,34986,Sarees,Saree,Apparel,Beige,Women,Ethnic,Fabindia Women H& Printed Beige Sari,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\34986.jpg,0.6042,letterbox
The_dress_blueblackwhitegold.jpg,1,19911,Messenger Bag,Bags,Accessories,Grey,Unisex,Casual,Wildcraft Unisex Grey Printed Messenger Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\19911.jpg,0.6633,letterbox
The_dress_blueblackwhitegold.jpg,2,10400,Watches,Watches,Accessories,Black,Women,Casual,Puma Women Flux Shadow  266 Black Watches,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\10400.jpg,0.646,letterbox
The_dress_blueblackwhitegold.jpg,3,5265,Messenger Bag,Bags,Accessories,Black,Unisex,Casual,Wildcraft Unisex Black & Red Messenger Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\5265.jpg,0.6432,letterbox
The_dress_blueblackwhitegold.jpg,4,20853,Handbags,Bags,Accessories,Brown,Women,Casual,Spice Art Women Casual Mouse Brown HandBag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20853.jpg,0.6379,letterbox
The_dress_blueblackwhitegold.jpg,5,7099,Handbags,Bags,Accessories,Grey,Unisex,Casual,Wildcraft Unisex Grey Camera Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\7099.jpg,0.6345,letterbox
The_dress_blueblackwhitegold.jpg,6,5260,Messenger Bag,Bags,Accessories,Blue,Unisex,Casual,Wildcraft Unisex Blue Printed Messenger Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\5260.jpg,0.6337,letterbox
The_dress_blueblackwhitegold.jpg,7,11645,Watches,Watches,Accessories,Black,Men,Casual,Puma Men Flux-L Black Watch,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\11645.jpg,0.632,letterbox
The_dress_blueblackwhitegold.jpg,8,4614,Handbags,Bags,Accessories,Blue,Unisex,Casual,Wildcraft Unisex Blue & Grey Printed Sling Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4614.jpg,0.6312,letterbox
1017_women_0023_a36fe2486db54e83b62813b56147a042_master.webp,1,7657,Socks,Socks,Accessories,Black,Men,Casual,Wrangler Men's Black Ankle Length Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\7657.jpg,0.5249,crop
1017_women_0023_a36fe2486db54e83b62813b56147a042_master.webp,2,9357,Socks,Socks,Accessories,White,Men,Casual,Puma Men Sport Pack of 3 Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\9357.jpg,0.5117,crop
1017_women_0023_a36fe2486db54e83b62813b56147a042_master.webp,3,51810,Nightdress,Loungewear and Nightwear,Apparel,Black,Women,Casual,Bwitch Black Nightdress,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\51810.jpg,0.5006,crop
1017_women_0023_a36fe2486db54e83b62813b56147a042_master.webp,4,51966,Nightdress,Loungewear and Nightwear,Apparel,Blue,Women,Casual,Inaya Women Blue Nightdress,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\51966.jpg,0.4909,crop
1017_women_0023_a36fe2486db54e83b62813b56147a042_master.webp,5,7656,Socks,Socks,Accessories,Navy Blue,Men,Casual,Wrangler Men's Navy Ankle Length Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\7656.jpg,0.4874,crop
1017_women_0023_a36fe2486db54e83b62813b56147a042_master.webp,6,18947,Socks,Socks,Accessories,Black,Men,Casual,Levis Men Trainer Liner Flat Knit Pack of 3 Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\18947.jpg,0.4803,crop
1017_women_0023_a36fe2486db54e83b62813b56147a042_master.webp,7,40038,Socks,Socks,Accessories,White,Unisex,Casual,ADIDAS Unisex White Pack of 3 Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\40038.jpg,0.4758,crop
1017_women_0023_a36fe2486db54e83b62813b56147a042_master.webp,8,18943,Socks,Socks,Accessories,Black,Men,Casual,Levis Men Half Cushion Low Cut Pack of 3 Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\18943.jpg,0.4737,crop
2b3f6ff00db7a1efae21d85cfb8995eaff2da8d8.png,1,32582,Dresses,Dress,Apparel,Yellow,Women,Casual,ONLY Women Yellow Dotted Print Dress,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\32582.jpg,0.5718,crop
2b3f6ff00db7a1efae21d85cfb8995eaff2da8d8.png,2,17782,Ties,Ties,Accessories,Yellow,Men,Formal,Reid & Taylor Men Stripes Yellow Tie,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\17782.jpg,0.5294,crop
2b3f6ff00db7a1efae21d85cfb8995eaff2da8d8.png,3,39616,Casual Shoes,Shoes,Footwear,Yellow,Women,Casual,Catwalk Women Yellow Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\39616.jpg,0.5202,crop
2b3f6ff00db7a1efae21d85cfb8995eaff2da8d8.png,4,28976,Kurta Sets,Apparel Set,Apparel,Yellow,Women,Ethnic,Biba Women Yellow Churidar Kurta with Dupatta,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\28976.jpg,0.5128,crop
2b3f6ff00db7a1efae21d85cfb8995eaff2da8d8.png,5,43554,Socks,Socks,Accessories,Cream,Women,Casual,Puma Women Cream Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\43554.jpg,0.5127,crop
2b3f6ff00db7a1efae21d85cfb8995eaff2da8d8.png,6,7673,Socks,Socks,Accessories,Green,Women,Casual,Wrangler Women's Agate Green Secret Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\7673.jpg,0.5127,crop
2b3f6ff00db7a1efae21d85cfb8995eaff2da8d8.png,7,37537,Booties,Socks,Apparel,Yellow,Boys,Casual,Madagascar 3 Infant Boys Yellow Booties,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\37537.jpg,0.4969,crop
2b3f6ff00db7a1efae21d85cfb8995eaff2da8d8.png,8,2701,Tops,Topwear,Apparel,Yellow,Girls,Casual,Disney Kids Girl's Yellow Daisy Kidswear,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\2701.jpg,0.4963,crop
3-Stripes_High_Crew_Socks_3_Pairs_White_KD8239_01_01_00_standard.avif,1,9352,Socks,Socks,Accessories,White,Men,Casual,Puma Men Sports Socks 1 Pair White Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\9352.jpg,0.6984,crop
3-Stripes_High_Crew_Socks_3_Pairs_White_KD8239_01_01_00_standard.avif,2,20827,Socks,Socks,Accessories,White,Women,Sports,Fila Women White Pack of 3 Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\20827.jpg,0.6866,crop
3-Stripes_High_Crew_Socks_3_Pairs_White_KD8239_01_01_00_standard.avif,3,50400,Watches,Watches,Accessories,Steel,Women,Casual,Miss Sixty Silver Dial Watch,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50400.jpg,0.6792,crop
3-Stripes_High_Crew_Socks_3_Pairs_White_KD8239_01_01_00_standard.avif,4,45098,Briefs,Innerwear,Apparel,Pink,Women,Casual,Bwitch Fushia Pink Sapphire Brief,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\45098.jpg,0.6715,crop
3-Stripes_High_Crew_Socks_3_Pairs_White_KD8239_01_01_00_standard.avif,5,9357,Socks,Socks,Accessories,White,Men,Casual,Puma Men Sport Pack of 3 Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\9357.jpg,0.6623,crop
3-Stripes_High_Crew_Socks_3_Pairs_White_KD8239_01_01_00_standard.avif,6,29977,Watches,Watches,Accessories,White,Women,Casual,Aspen Women White Dial Watch AP1102,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\29977.jpg,0.6526,crop
3-Stripes_High_Crew_Socks_3_Pairs_White_KD8239_01_01_00_standard.avif,7,14748,Shirts,Topwear,Apparel,White,Men,Formal,Arrow Men Solid White Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\14748.jpg,0.6484,crop
3-Stripes_High_Crew_Socks_3_Pairs_White_KD8239_01_01_00_standard.avif,8,15548,Socks,Socks,Accessories,White,Men,Sports,Fila Men Pack of 3 White Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\15548.jpg,0.6406,crop
4130636080047_004_b14.webp,1,50401,Watches,Watches,Accessories,Gold,Women,Casual,Miss Sixty Gold Dial Watch,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50401.jpg,0.6394,crop
4130636080047_004_b14.webp,2,26206,Perfume and Body Mist,Fragrance,Personal Care,Cream,Women,Casual,Perry Ellis Women Perfume,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\26206.jpg,0.5976,crop
4130636080047_004_b14.webp,3,51045,Baby Dolls,Loungewear and Nightwear,Apparel,Cream,Women,,Enamor Women Cream and Pink Baby Doll Nightdress,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\51045.jpg,0.5529,crop
4130636080047_004_b14.webp,4,51960,Laptop Bag,Bags,Accessories,Cream,Unisex,Casual,Yelloe Unisex Cream Laptop Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\51960.jpg,0.5513,crop
4130636080047_004_b14.webp,5,50968,Bra,Innerwear,Apparel,White,Women,Casual,Enamor White Lift Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50968.jpg,0.5416,crop
4130636080047_004_b14.webp,6,40442,Dresses,Dress,Apparel,Grey,Women,Casual,La Emotio Women Grey Dress,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\40442.jpg,0.5408,crop
4130636080047_004_b14.webp,7,12464,Stoles,Stoles,Accessories,Cream,Men,Casual,Basics Men Cream-Coloured Checked Stoles,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12464.jpg,0.5305,crop
4130636080047_004_b14.webp,8,47670,Scarves,Scarves,Accessories,Cream,Women,Casual,Femella Women Cream and Black Printed Scarf,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\47670.jpg,0.5263,crop
509.png,1,32172,Socks,Socks,Accessories,Lavender,Women,Casual,Playboy Women Lavender Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\32172.jpg,0.6903,crop
509.png,2,9362,Socks,Socks,Accessories,Purple,Women,Casual,Puma Women Logo Stud Pink Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\9362.jpg,0.6302,crop
509.png,3,32157,Socks,Socks,Accessories,Lavender,Women,Casual,Playboy Women Playmate Lavender Ankle Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\32157.jpg,0.5989,crop
509.png,4,12739,Socks,Socks,Accessories,Pink,Unisex,Sports,Nike Kids Unisex Sport Hi Quarter  Pack of 3 Pink Socks,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12739.jpg,0.5969,crop
