query,rank,id,articleType,subCategory,masterCategory,baseColour,gender,usage,productDisplayName,image_path,similarity,mode
images (2).jpg,6,14778,Shirts,Topwear,Apparel,Blue,Men,Formal,Arrow Men Stripes Blue Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\14778.jpg,0.5861,nobg
images (2).jpg,7,38435,Clutches,Bags,Accessories,Black,Women,Casual,Baggit Women Black Purse,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\38435.jpg,0.5845,nobg
images (2).jpg,8,49787,Caps,Headwear,Accessories,White,Men,Casual,Flying Machine Men White Cap,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49787.jpg,0.5773,nobg
images (3).jpg,1,50968,Bra,Innerwear,Apparel,White,Women,Casual,Enamor White Lift Bra,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50968.jpg,0.6175,nobg
images (3).jpg,2,27452,Bra,Innerwear,Apparel,White,Women,Casual,Jockey Essence White Solid Non-Wired Non-Padded Slim FIt Bra 1615,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\27452.jpg,0.6061,nobg
images (3).jpg,3,46595,Heels,Shoes,Footwear,Pink,Women,Casual,Catwalk Women Pink Flats,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\46595.jpg,0.5591,nobg
images (3).jpg,4,14440,Heels,Shoes,Footwear,White,Women,Casual,Enroute Women Casual White Flats,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\14440.jpg,0.5503,nobg
images (3).jpg,5,35797,Heels,Shoes,Footwear,Copper,Women,Casual,Enroute Women Copper Flats,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\35797.jpg,0.5469,nobg
images (3).jpg,6,1588,Tshirts,Topwear,Apparel,White,Men,Casual,Domyos Men White Dry-Fit T-shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\1588.jpg,0.545,nobg
images (3).jpg,7,14441,Heels,Shoes,Footwear,White,Women,Casual,Enroute Women Casual White Flats,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\14441.jpg,0.5408,nobg
images (3).jpg,8,42689,Flats,Shoes,Footwear,White,Women,Casual,Rocia Women White Sandals,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\42689.jpg,0.5407,nobg
images (4).jpg,1,42865,Handbags,Bags,Accessories,Black,Women,Casual,French Connection Women Black Dorris Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\42865.jpg,0.7101,nobg
images (4).jpg,2,42919,Wallets,Wallets,Accessories,Black,Women,Casual,French Connection Women Black Wallet,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\42919.jpg,0.7052,nobg
images (4).jpg,3,2673,Handbags,Bags,Accessories,Black,Women,Casual,Murcia Women Sleek Black Leatherette Hand Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\2673.jpg,0.7031,nobg
images (4).jpg,4,21249,Duffel Bag,Bags,Accessories,Black,Unisex,Casual,Skybags Unisex Black Duffle Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\21249.jpg,0.6832,nobg
images (4).jpg,5,21819,Wallets,Wallets,Accessories,Black,Men,Casual,Fossil Men Midway 2 in 1 Black Wallet,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\21819.jpg,0.6725,nobg
images (4).jpg,6,21015,Wallets,Wallets,Accessories,Black,Women,Casual,Fastrack Women Leather Black Wallet,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\21015.jpg,0.6579,nobg
images (4).jpg,7,37872,Wallets,Wallets,Accessories,Black,Men,Casual,Hidekraft Men Black Wallet,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\37872.jpg,0.6535,nobg
images (4).jpg,8,26431,Handbags,Bags,Accessories,Grey,Women,Casual,Spice Art Women Leatherette Grey Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\26431.jpg,0.6385,nobg
images (5).jpg,1,45094,Briefs,Innerwear,Apparel,White,Women,Casual,Bw!tch White Spirit Briefs,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\45094.jpg,0.5825,nobg
images (5).jpg,2,49761,Leggings,Bottomwear,Apparel,White,Women,Casual,Vishudh White Leggings,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49761.jpg,0.5713,nobg
images (5).jpg,3,50985,Briefs,Innerwear,Apparel,White,Women,Casual,Enamor Women White Brief,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50985.jpg,0.5606,nobg
images (5).jpg,4,31225,Tshirts,Topwear,Apparel,Black,Women,Casual,Puma Women Black Polo T-shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\31225.jpg,0.5462,nobg
images (5).jpg,5,51041,Briefs,Innerwear,Apparel,White,Women,Casual,Enamor Women Ivory Coloured Briefs,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\51041.jpg,0.5406,nobg
images (5).jpg,6,49086,Compact,Makeup,Personal Care,Skin,Women,Casual,Deborah Ultrafine Compact Powder 01,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49086.jpg,0.5304,nobg
images (5).jpg,7,49096,Compact,Makeup,Personal Care,Skin,Women,Casual,Deborah Ultrafine Compact Powder 07,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49096.jpg,0.5285,nobg
images (5).jpg,8,49095,Compact,Makeup,Personal Care,Skin,Women,Casual,Deborah Ultra Fine Compact Powder 02,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49095.jpg,0.5279,nobg
images (6).jpg,1,49577,Flats,Shoes,Footwear,Pink,Women,Casual,Catwalk Women Pink Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49577.jpg,0.7394,nobg
images (6).jpg,2,45324,Heels,Shoes,Footwear,Pink,Women,Casual,Cobblerz Women Pink & White Wedges,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\45324.jpg,0.7353,nobg
images (6).jpg,3,10755,Casual Shoes,Shoes,Footwear,Pink,Women,Casual,Disney Kids Princess Heart Pink Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\10755.jpg,0.7189,nobg
images (6).jpg,4,12422,Casual Shoes,Shoes,Footwear,Pink,Women,Casual,Timberland Women Casual Pink Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12422.jpg,0.7078,nobg
images (6).jpg,5,45322,Heels,Shoes,Footwear,Beige,Women,Casual,Cobblerz Women Beige & Blue Wedges,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\45322.jpg,0.7014,nobg
images (6).jpg,6,1951,Sports Shoes,Shoes,Footwear,Purple,Women,Sports,Puma Women Eco Funky Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\1951.jpg,0.6992,nobg
images (6).jpg,7,8978,Casual Shoes,Shoes,Footwear,Purple,Women,Casual,Puma Women Saba Ballet DC3 Purple Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\8978.jpg,0.6968,nobg
images (6).jpg,8,13640,Flats,Shoes,Footwear,Purple,Women,Casual,Carlton London Women Purple Flat Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13640.jpg,0.695,nobg
images.jpg,1,33844,Casual Shoes,Shoes,Footwear,Grey,Men,Casual,Puma Men Future Cat Grey Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\33844.jpg,0.6985,nobg
images.jpg,2,33846,Casual Shoes,Shoes,Footwear,Black,Men,Casual,Puma Men Future Cat Black Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\33846.jpg,0.6966,nobg
images.jpg,3,36417,Sports Shoes,Shoes,Footwear,Black,Women,Sports,Spinn Women Alliance Black Sports Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\36417.jpg,0.665,nobg
images.jpg,4,33866,Sandals,Sandal,Footwear,Blue,Men,Casual,Puma Men Aripon Blue Sandals,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\33866.jpg,0.6623,nobg
images.jpg,5,4536,Sports Shoes,Shoes,Footwear,White,Men,Sports,Nike Men's Dunk High White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4536.jpg,0.6581,nobg
images.jpg,6,5355,Sports Shoes,Shoes,Footwear,Grey,Men,Sports,Kalenji Kapteren 100 Grey/white,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\5355.jpg,0.654,nobg
images.jpg,7,34752,Casual Shoes,Shoes,Footwear,Black,Men,Casual,Puma Men Bolt Lite Black Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\34752.jpg,0.6463,nobg
images.jpg,8,5595,Sports Shoes,Shoes,Footwear,White,Men,Sports,ADIDAS Men Check Can White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\5595.jpg,0.6429,nobg
mygoods_34_475601_3x4-ezgif.com-avif-to-jpg-converter-1.jpg,1,15337,Tracksuits,Bottomwear,Apparel,Olive,Men,Sports,Nike Men Solid Olive Tracksuits,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\15337.jpg,0.5864,nobg
mygoods_34_475601_3x4-ezgif.com-avif-to-jpg-converter-1.jpg,2,49915,Sarees,Saree,Apparel,Brown,Women,Ethnic,Fabindia Brown Hand Printed Sari,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49915.jpg,0.5659,nobg
mygoods_34_475601_3x4-ezgif.com-avif-to-jpg-converter-1.jpg,3,34956,Sarees,Saree,Apparel,Beige,Women,Ethnic,Fabindia Beige Jaipur Print Cotton Sari,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\34956.jpg,0.5655,nobg
mygoods_34_475601_3x4-ezgif.com-avif-to-jpg-converter-1.jpg,4,49144,Lip Gloss,Lips,Personal Care,Brown,Women,Casual,Deborah Euphoric Shine 14 Lip Gloss,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\49144.jpg,0.5608,nobg
mygoods_34_475601_3x4-ezgif.com-avif-to-jpg-converter-1.jpg,5,39124,Leggings,Bottomwear,Apparel,Beige,Women,Casual,Aneri Women Beige Leggings,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\39124.jpg,0.559,nobg
mygoods_34_475601_3x4-ezgif.com-avif-to-jpg-converter-1.jpg,6,34957,Sarees,Saree,Apparel,Beige,Women,Ethnic,Fabindia Beige Jaipur Print Cotton Sari,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\34957.jpg,0.5587,nobg
mygoods_34_475601_3x4-ezgif.com-avif-to-jpg-converter-1.jpg,7,50878,Sarees,Saree,Apparel,Beige,Women,Ethnic,Prafful Beige & Red Crepe Printed Saree,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50878.jpg,0.5585,nobg
mygoods_34_475601_3x4-ezgif.com-avif-to-jpg-converter-1.jpg,8,34960,Sarees,Saree,Apparel,Beige,Women,Ethnic,Fabindia Women H& Printed Beige Sari,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\34960.jpg,0.5498,nobg
The_dress_blueblackwhitegold.jpg,1,25209,Handbags,Bags,Accessories,Grey,Women,Casual,Lino Perros Women Canvas Grey Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\25209.jpg,0.7421,nobg
The_dress_blueblackwhitegold.jpg,2,7610,Messenger Bag,Bags,Accessories,Brown,Men,Casual,Wrangler Men Chocolate Canvas Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\7610.jpg,0.7246,nobg
The_dress_blueblackwhitegold.jpg,3,27748,Handbags,Bags,Accessories,Brown,Women,Casual,Murcia Women Brown Sling Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\27748.jpg,0.7137,nobg
The_dress_blueblackwhitegold.jpg,4,50430,Handbags,Bags,Accessories,Olive,Women,Casual,Lino Perros Women Olive Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\50430.jpg,0.7029,nobg
The_dress_blueblackwhitegold.jpg,5,7612,Messenger Bag,Bags,Accessories,Brown,Men,Casual,Wrangler Men Brown Canvas Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\7612.jpg,0.7021,nobg
The_dress_blueblackwhitegold.jpg,6,42936,Handbags,Bags,Accessories,Khaki,Men,Casual,French Connection Men Khaki Handbag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\42936.jpg,0.7011,nobg
The_dress_blueblackwhitegold.jpg,7,42933,Handbags,Bags,Accessories,Blue,Unisex,Casual,French Connection Unisex Blue Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\42933.jpg,0.6945,nobg
The_dress_blueblackwhitegold.jpg,8,51949,Laptop Bag,Bags,Accessories,Brown,Men,Casual,Yelloe Men Laptop Bag/Document Holder,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\51949.jpg,0.6937,nobg
