id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path,duplicate_hash,source_identical_highres,resize_collision,conflicting_task_labels,split_group
4539,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Classic Polo Men's Blue T-shirt with Black Stripe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4539.jpg,,False,False,False,G20686
4540,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's White Polo T-shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4540.jpg,,False,False,False,G20689
4541,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's White T-shirt with Navy Stripes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4541.jpg,,False,False,False,G20692
4542,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Total90 Exact White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4542.jpg,,False,False,False,G20695
4543,Women,Footwear,Shoes,Sports Shoes,Purple,Summer,2011,Sports,Nike Womens Air Rele Purple Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4543.jpg,,False,False,False,G20697
4544,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Men's Zoom For Black Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4544.jpg,,False,False,False,G20698
4545,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Women Capri Black Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4545.jpg,,False,False,False,G20700
4546,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Men's Air Max Black Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4546.jpg,,False,False,False,G20701
4547,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Egoli White Black Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4547.jpg,,False,False,False,G20702
4548,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Women Sweet AC Black Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4548.jpg,,False,False,False,G20703
4549,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Air Dictate White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4549.jpg,,False,False,False,G20706
4550,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Women Mai White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4550.jpg,,False,False,False,G20708
4551,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Men's T-Lite 9 Leat Black Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4551.jpg,,False,False,False,G20710
4552,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Downshif White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4552.jpg,,False,False,False,G20712
4553,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Women Sweet AC White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4553.jpg,,False,False,False,G20713
4554,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Total90 Shoot White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4554.jpg,,False,False,False,G20718
4555,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Tennis White Green Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4555.jpg,,False,False,False,G20719
4556,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Sweet Classic White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4556.jpg,,False,False,False,G20720
4557,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Sweet Classic White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4557.jpg,,False,False,False,G20720
4558,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Dunk High Orange Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4558.jpg,,False,False,False,G20727
4559,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Dunk High White Blue Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4559.jpg,,False,False,False,G20729
4560,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Dunk Low White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4560.jpg,,False,False,False,G20731
4561,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Dunk Low White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4561.jpg,,False,False,False,G20731
4562,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Women Capri White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4562.jpg,,False,False,False,G20733
4563,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Women Cou White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4563.jpg,,False,False,False,G20736
4564,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Women Dow White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4564.jpg,,False,False,False,G20746
4565,Women,Footwear,Shoes,Sports Shoes,Purple,Summer,2011,Sports,Nike Women Air Mir Ma Purple Blue Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4565.jpg,,False,False,False,G20753
4566,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Court SH White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4566.jpg,,False,False,False,G20762
4567,Unisex,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Sports,Nike Unisex Triplefin Tho Flip Flop,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4567.jpg,,False,False,False,G20771
4568,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Collecte White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4568.jpg,,False,False,False,G20778
4569,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Collect White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4569.jpg,,False,False,False,G20782
4570,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Women Iza Black Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4570.jpg,,False,False,False,G20788
4571,Women,Footwear,Shoes,Sports Shoes,Purple,Winter,2011,Sports,Nike Women Air Max Trainer Excel Purple Sports Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4571.jpg,,False,False,False,G20790
4572,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Air Court MO White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4572.jpg,,False,False,False,G20796
4573,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Women Gls Black Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4573.jpg,,False,False,False,G20800
4574,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Men's Lunarhaz Black Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4574.jpg,,False,False,False,G20804
4575,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011,Sports,Nike Men's Air Max Court Blue Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4575.jpg,,False,False,False,G20806
4576,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011,Sports,Nike Men's Incinera Grey Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4576.jpg,,False,False,False,G20809
4577,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2011,Sports,Nike Men's Mercurial Vic Pink Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4577.jpg,,False,False,False,G20817
4578,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2011,Sports,Nike Men's Mercurial Gli Red Pink Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4578.jpg,,False,False,False,G20822
4579,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2011,Sports,Nike Women Zoo Blue Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4579.jpg,,False,False,False,G20826
4580,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Women Air Rele Black Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4580.jpg,,False,False,False,G20830
4581,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Beatles Women's Love Me DO Lavender T-shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4581.jpg,,False,False,False,G20833
4582,Unisex,Accessories,Bags,Backpacks,Orange,Winter,2018,Casual,Wildcraft Unisex Orange Daypack A4 Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4582.jpg,,False,False,False,G20838
4583,Unisex,Accessories,Bags,Backpacks,Grey,Winter,2015,Casual,Wildcraft Unisex Grey Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4583.jpg,,False,False,False,G08156
4584,Unisex,Accessories,Bags,Backpacks,Red,Winter,2015,Casual,Wildcraft Unisex Red Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4584.jpg,,False,False,False,G09428
4585,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual,Wildcraft Unisex Black Solid Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4585.jpg,,False,False,False,G20847
4586,Unisex,Accessories,Bags,Backpacks,Red,Winter,2015,Casual,Wildcraft Unisex Contour Red Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4586.jpg,,False,False,False,G20848
4587,Unisex,Accessories,Bags,Messenger Bag,Grey,Winter,2015,Casual,Wildcraft Unisex Grey Courier Messenger Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4587.jpg,,False,False,False,G20851
4588,Unisex,Accessories,Bags,Backpacks,Red,Winter,2018,Casual,Wildcraft Unisex Red & Grey Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4588.jpg,,False,False,False,G14132
4589,Unisex,Accessories,Bags,Backpacks,Teal,Winter,2015,Casual,Wildcraft Unisex Teal Blue & Grey Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4589.jpg,,False,False,False,G20857
4590,Unisex,Accessories,Bags,Backpacks,Red,Winter,2015,Casual,Wildcraft Unisex Red Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4590.jpg,,False,False,False,G09428
4591,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015,Casual,Wildcraft Unisex Blue Printed Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4591.jpg,,False,False,False,G08144
4592,Unisex,Accessories,Bags,Backpacks,Orange,Winter,2015,Casual,Wildcraft Unisex Orange Printed Laptop Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4592.jpg,,False,False,False,G20863
4593,Unisex,Accessories,Bags,Backpacks,Olive,Winter,2015,Casual,Wildcraft Unisex Olive & Black Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4593.jpg,,False,False,False,G20865
4594,Unisex,Accessories,Bags,Rucksacks,Red,Winter,2015,Casual,Wildcraft Unisex Red & Grey Rucksack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4594.jpg,,False,False,False,G20868
4595,Men,Accessories,Bags,Backpacks,Blue,Winter,2015,Casual,Wildcraft Men Blue & Black Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4595.jpg,,False,False,False,G20873
4596,Unisex,Accessories,Bags,Backpacks,Green,Winter,2015,Casual,Wildcraft Unisex Green Printed Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4596.jpg,,False,False,False,G20876
4597,Unisex,Accessories,Bags,Backpacks,Orange,Winter,2015,Casual,Wildcraft Unisex Orange Printed Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4597.jpg,,False,False,False,G20881
4599,Unisex,Accessories,Bags,Duffel Bag,Green,Winter,2015,Casual,Wildcraft Unisex Green & Grey Duffel Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4599.jpg,,False,False,False,G20888
4600,Unisex,Accessories,Bags,Duffel Bag,Grey,Winter,2015,Casual,Wildcraft Unisex Grey & Orange Printed Duffle Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4600.jpg,,False,False,False,G20899
4601,Unisex,Accessories,Bags,Rucksacks,Blue,Winter,2015,Travel,Wildcraft Unisex Blue & Grey Rucksack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4601.jpg,,False,False,False,G20910
4602,Unisex,Accessories,Bags,Backpacks,Red,Winter,2015,Travel,Wildcraft Unisex Red Trailblazer Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4602.jpg,,False,False,False,G20914
4603,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual,Wildcraft Blue & Grey Printed Tote Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4603.jpg,,False,False,False,G20917
4604,Women,Accessories,Bags,Handbags,Pink,Winter,2015,Casual,Wildcraft Pink & Grey Printed Tote Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4604.jpg,,False,False,False,G20919
4605,Women,Accessories,Bags,Backpacks,Green,Winter,2015,Casual,Wildcraft Women Green Wiki Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4605.jpg,,False,False,False,G20922
4606,Unisex,Accessories,Bags,Backpacks,Grey,Winter,2015,Casual,Wildcraft Wiki 2 Unisex Grey Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4606.jpg,,False,False,False,G20926
4607,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015,Casual,Wildcraft Wiki 3 Unisex Blue Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4607.jpg,,False,False,False,G20930
4608,Unisex,Accessories,Bags,Backpacks,Red,Winter,2015,Casual,Wildcraft Wiki 4 Unisex Red Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4608.jpg,,False,False,False,G20935
4609,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015,Casual,Wildcraft Wiki Unisex Blue Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4609.jpg,,False,False,False,G20944
4610,Unisex,Accessories,Bags,Backpacks,Green,Winter,2015,Casual,Wildcraft Unisex Green & Grey Printed Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4610.jpg,,False,False,False,G20953
4611,Unisex,Accessories,Bags,Waist Pouch,Olive,Winter,2015,Casual,Wildcraft Unisex Olive Green Waist Pouch,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4611.jpg,,False,False,False,G20964
4612,Unisex,Accessories,Bags,Waist Pouch,Red,Winter,2015,Casual,Wildcraft Unisex Red Waist Pouch,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4612.jpg,,False,False,False,G20974
4613,Unisex,Accessories,Bags,Handbags,Green,Winter,2015,Casual,Wildcraft Unisex Green & Grey Printed Sling Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4613.jpg,,False,False,False,G20983
4614,Unisex,Accessories,Bags,Handbags,Blue,Winter,2015,Casual,Wildcraft Unisex Blue & Grey Printed Sling Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4614.jpg,,False,False,False,G20988
4615,Unisex,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Wildcraft Unisex Black Lunch Bag,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4615.jpg,,False,False,False,G17009
4616,Unisex,Accessories,Bags,Backpacks,Green,Winter,2015,Casual,Wildcraft Zoomer Green Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4616.jpg,,False,False,False,G20998
4617,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015,Casual,Wildcraft Unisex Blue Printed One-Shoulder Backpack,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4617.jpg,,False,False,False,G21003
4618,Women,Apparel,Topwear,Tops,Pink,Summer,2011,Casual,Jealous 21 Women Knit Design Pink Top,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4618.jpg,,False,False,False,G21006
4619,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,Jealous 21 Women Design White Top,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4619.jpg,,False,False,False,G21012
4620,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,Jealous 21 Women Knit Black Top,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4620.jpg,,False,False,False,G21016
4621,Women,Apparel,Topwear,Tops,Purple,Summer,2011,Casual,Jealous 21 Women Knit Purple Top,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4621.jpg,,False,False,False,G21020
4622,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Jealous 21 Women Knit Green T-shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4622.jpg,,False,False,False,G21024
4623,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual,Jealous 21 Women Knit Teal Blue Top,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4623.jpg,,False,False,False,G21025
4624,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,Jealous 21 Women Knit White Top,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4624.jpg,,False,False,False,G21027
4625,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,ADIDAS Men's Football Hard Ground White Black Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4625.jpg,,False,False,False,G21037
4626,Men,Footwear,Shoes,Sports Shoes,Brown,Summer,2011,Sports,ADIDAS Men's Boat Lace Low Red Black Brown Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4626.jpg,,False,False,False,G21047
4627,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Men's Boat Low Lime Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4627.jpg,,False,False,False,G21057
4628,Men,Footwear,Sandal,Sandals,Brown,Summer,2011,Casual,ADIDAS Men Terra Lea Brown Sandal,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4628.jpg,,False,False,False,G21068
4630,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual,ADIDAS Men's Chewang Slides Black Blue Flip Flops,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4630.jpg,,False,False,False,G21087
4631,Women,Footwear,Shoes,Flats,Pink,Summer,2011,Casual,ADIDAS Women Libria  Pink Flats,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4631.jpg,,False,False,False,G21097
4632,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Men's Adi Ultra Low White Red Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4632.jpg,,False,False,False,G21107
4633,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,ADIDAS Men's Adi Ultra Low Black White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4633.jpg,,False,False,False,G21114
4634,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Men's Adi Ultra Low White Navy Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4634.jpg,,False,False,False,G21123
4635,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,ADIDAS Men's Adi Stylite Low Black Silver Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4635.jpg,,False,False,False,G21126
4636,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Men's Adi Stylite Low White Blue Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4636.jpg,,False,False,False,G21130
4637,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Women Phantom Low White Red Grey Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4637.jpg,,False,False,False,G21136
4638,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Women Phantom Low Pink Grey White Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4638.jpg,,False,False,False,G21141
4639,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Women Adi Weld Low White Green Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4639.jpg,,False,False,False,G21147
4640,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,ADIDAS Women Adi Weld Low Black Orange Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4640.jpg,,False,False,False,G21153
4641,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Men's Adi Montero Blue,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4641.jpg,,False,False,False,G21159
4642,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Women Adi Monter Low White Green Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\4642.jpg,,False,False,False,G21166
