id,split
9235,train
9236,train
9237,val
9239,train
9240,train
9241,val
9242,train
9243,val
9244,val
9245,val
9246,val
9247,test
9248,train
9249,val
9250,train
9251,train
9252,train
9253,train
9254,train
9255,train
9256,val
9257,val
9258,train
9259,val
9260,val
9261,train
9262,val
9263,train
9264,train
9265,train
9266,train
9267,train
9268,train
9269,train
9270,train
9271,train
9272,train
9273,test
9274,train
9289,train
9305,train
9309,test
9310,train
9321,train
9323,val
9330,test
9331,train
9332,val
9333,train
9334,train
9335,train
9336,val
9337,train
9338,train
9339,train
9340,val
9341,val
9342,train
9343,train
9344,train
9345,train
9346,train
9347,train
9348,val
9350,test
9351,train
9352,train
9354,test
9355,train
9356,val
9357,train
9358,test
9359,train
9360,train
9361,test
9362,train
9363,train
9364,train
9365,train
9366,val
9367,val
9368,test
9369,train
9370,test
9371,train
9372,train
9373,val
9374,val
9375,train
9376,test
9377,train
9378,train
9379,train
9380,train
9381,test
9382,val
9383,train
9384,test
9385,train
9386,test
9387,train
9389,train
9390,test
9391,test
9392,train
9393,train
9394,val
9395,train
9396,train
9397,train
9398,val
9399,val
9400,test
9401,train
9402,train
9403,test
9404,train
9405,test
9406,train
9407,train
9408,train
9409,val
9410,val
9411,train
9412,train
9413,train
9415,train
9416,train
9417,train
9418,train
9419,train
9420,train
9421,train
9422,train
9423,train
9424,val
9425,val
9426,train
9427,train
9428,train
9430,train
9431,train
9432,train
9433,train
9434,train
9435,train
9436,train
9437,train
9438,train
9439,train
9440,train
9441,train
9442,train
9443,train
9444,train
9445,train
9447,train
9449,train
9450,train
9451,train
9452,train
9453,test
9454,test
9455,train
9456,train
9457,train
9458,train
9460,train
9461,test
9462,test
9463,val
9464,val
9465,test
9466,test
9469,val
9470,val
9471,train
9472,train
9473,train
9474,train
9475,test
9476,test
9477,train
9478,train
9479,val
9480,val
9481,train
9482,train
9483,train
9484,test
9485,train
9486,test
9487,val
9488,train
9489,test
9490,val
9491,train
9492,train
9493,test
9494,train
9495,train
9496,test
9497,train
9498,test
9500,train
9501,train
9502,test
9503,test
9504,test
9506,train
9507,train
9508,train
9509,train
9510,train
9511,train
9512,val
9514,test
9517,val
9519,val
9520,val
9521,test
9522,test
9523,train
9524,train
9525,train
9526,train
9527,train
9528,val
9529,train
9530,train
9531,train
9532,train
9533,train
9534,train
9535,train
9536,train
9537,train
9538,train
9539,train
9540,train
9541,train
9542,train
9543,test
9545,train
9546,test
9547,val
9548,train
9549,test
9550,train
9551,train
9552,train
9553,train
9554,train
9555,train
9556,train
9557,train
9558,test
9559,test
9560,train
9562,test
9563,train
9565,train
9566,train
9567,train
9569,val
9570,val
9571,train
9572,val
9573,train
9574,train
9575,train
9576,train
9577,train
9578,train
9579,test
9580,train
9581,train
9582,val
9583,train
9584,val
9585,val
9586,train
9587,val
9588,train
9589,train
9590,train
9591,train
9592,train
9593,train
9594,train
9595,train
9596,train
9597,train
9598,train
9599,train
9600,train
9601,train
9602,val
9603,train
9604,val
9605,train
9606,train
9607,train
9608,test
9609,train
9610,test
9611,train
9612,test
9613,val
9614,train
9615,train
9616,test
9617,train
9618,train
9619,train
9620,train
9621,train
9622,train
9623,train
9624,train
9627,train
9628,val
9630,train
9631,test
9632,test
9633,train
9634,val
9635,train
9636,train
9637,train
9638,train
9639,train
9640,train
9641,train
9642,val
9643,test
9644,test
9645,test
9646,test
9647,test
9648,train
9649,train
9650,train
9651,test
9652,train
9653,train
9654,test
9655,train
9656,val
9657,train
9658,train
9659,val
9660,train
9661,val
9662,val
9664,train
9665,test
9666,train
9667,train
9669,train
9670,train
9671,val
9672,val
9673,train
9674,train
9675,val
9676,val
9677,train
9678,train
9679,val
9680,train
9681,test
9682,train
9683,train
9684,val
9685,train
9686,train
9687,train
9688,train
9689,train
9690,train
9691,train
9692,val
9694,test
9695,test
9696,train
9697,val
9698,val
9699,train
9700,train
9701,train
9702,train
9703,val
9704,test
9705,train
9706,test
9707,val
9708,train
9709,train
9710,train
9711,val
9712,train
9713,train
9714,val
9715,train
9716,train
9717,train
9718,val
9719,test
9720,train
9722,test
9726,train
9729,test
9730,test
9732,train
9733,train
9738,train
9748,train
9752,test
9754,val
9755,train
9756,train
9757,train
9758,train
9759,train
9760,val
9761,train
9762,train
9763,train
9764,train
9765,train
9766,train
9767,test
9768,test
9769,val
9770,train
9771,train
9772,train
9773,train
9774,test
9775,train
9776,val
9777,test
9778,train
9779,train
9780,val
9781,test
9782,train
9783,val
9784,train
9785,train
9788,test
9789,test
9790,train
9791,val
9792,test
9793,train
9794,train
9795,train
9796,train
9797,train
9798,test
9799,train
9800,val
9801,train
9802,train
9803,train
9804,test
9805,test
9806,test
9807,test
9808,test
9809,test
9810,val
9812,test
9814,train
9815,train
9816,train
9817,train
9818,test
9819,train
9820,test
9821,test
9822,val
9823,train
9824,val
9825,train
9826,val
9827,train
9828,val
9829,train
9830,val
9831,test
9832,train
9833,train
9834,train
9835,test
9836,test
9839,train
9840,train
9841,train
9842,train
9852,test
9854,train
9856,train
9857,train
9858,train
9859,test
9860,train
9862,train
9863,train
9864,train
9865,train
9866,test
9867,test
9868,val
9869,train
9870,val
9871,val
9874,train
9875,train
9876,train
9877,test
9878,test
9879,test
9880,train
9881,train
9882,test
9883,test
9884,val
9885,train
9892,train
9894,train
9900,train
9901,val
9902,test
9903,train
9904,train
9906,train
9907,train
9908,train
9909,test
9910,train
9911,train
9912,train
9913,train
9914,test
9915,train
9916,train
9917,train
9918,train
9919,val
9920,train
9921,train
9922,train
9923,train
9924,train
9925,train
9926,train
9927,test
9929,test
9931,train
9932,train
9933,train
9934,test
9935,train
9937,train
9938,train
9940,val
9941,train
9942,val
9943,val
9944,test
9945,val
9946,train
9947,train
9948,val
9949,train
9950,train
9951,test
9952,train
9953,train
9954,train
9955,val
9956,train
9957,train
9958,train
9959,train
9960,train
9961,train
9962,train
9963,train
9964,train
9965,train
9966,test
9967,train
9968,test
9969,train
9970,val
9971,val
9972,train
9973,train
9974,train
9975,test
9976,train
9977,train
9978,train
9980,val
9981,val
9982,test
9983,train
9984,train
9985,train
9986,train
9987,train
9988,train
9989,train
9990,train
9991,val
9992,test
9993,train
9994,test
9995,train
9996,test
9997,train
9998,train
9999,train
10000,train
10001,test
10002,train
10003,train
10004,train
10005,val
10006,test
10007,train
10008,train
10009,train
10010,test
10011,val
10012,train
10013,train
10014,train
10015,val
10016,train
10017,test
10018,test
10019,val
10020,test
10021,val
10022,val
10023,train
10024,val
10025,train
10026,train
10027,train
10028,val
10029,train
10030,train
10031,train
10032,train
10033,train
10034,train
10035,train
10037,val
10039,train
10040,train
10041,test
10042,train
10043,train
10044,train
10045,train
10046,train
10047,train
10048,train
10049,train
10050,train
10051,train
10052,test
10053,test
10054,train
10056,test
10057,train
10058,train
10059,train
10060,train
10061,test
10062,train
10063,test
10064,val
10065,train
10066,train
10067,train
10068,train
10069,train
10070,val
10071,train
10072,train
10073,train
10074,train
10075,train
10076,train
10078,train
10079,train
10080,train
10081,train
10082,val
10083,train
10088,train
10089,test
10092,train
10093,test
10095,train
10096,train
10097,train
10098,train
10099,test
10101,train
10102,train
10104,train
10105,test
10106,train
10107,train
10108,train
10109,train
10110,train
10111,train
10112,test
10113,train
10114,test
10115,val
10117,val
10122,train
10125,test
10126,train
10127,train
10128,train
10129,train
10130,train
10131,val
10133,train
10134,train
10135,train
10136,train
10137,train
10138,train
10139,train
10140,train
10141,train
10142,train
10143,train
10144,val
10145,train
10146,train
10147,train
10148,train
10149,val
10150,train
10151,train
10152,train
10153,train
10154,train
10155,train
10156,train
10157,train
10158,test
10159,train
10160,train
10161,test
10162,train
10164,train
10166,train
10167,train
10168,train
10169,train
10170,train
10171,train
10172,train
10173,test
10174,train
10175,train
10176,train
10177,train
10178,train
10179,train
10180,train
10181,test
10182,val
10183,train
10184,train
10185,train
10186,train
10187,train
10188,test
10189,test
10190,train
10192,train
10193,train
10194,train
10195,train
10196,val
10197,train
10198,train
10199,train
10200,train
10202,train
10203,train
10204,train
10205,train
10207,train
10208,train
10209,train
10210,test
10211,test
10213,train
10214,train
10215,train
10216,train
10217,test
10219,test
10220,train
10221,test
10222,test
10223,train
10224,train
10225,train
10226,train
10227,train
10228,train
10229,train
10230,train
10231,test
10235,val
10236,val
10237,train
10238,train
10239,val
10240,train
10241,train
10242,test
10243,train
10244,train
10245,train
10246,train
10247,train
10248,train
10249,train
10250,train
10252,train
10253,train
10254,train
10255,train
10256,train
10257,test
10258,val
10259,test
10260,train
10261,train
10262,train
10263,train
10264,val
10265,train
10266,train
10267,test
10268,train
10269,train
10270,train
10271,train
10272,train
10273,test
10274,train
10275,train
10276,train
10277,val
10278,train
10279,train
10280,train
10281,train
10282,train
10283,train
10284,train
10285,train
10286,train
10287,train
10288,train
10289,train
10290,train
10292,train
10293,train
10294,val
10295,train
10296,train
10297,test
10298,train
10299,train
10300,val
10301,train
10302,train
10303,train
10304,train
10305,train
10306,train
10307,train
10308,train
10309,test
10312,train
10313,train
10314,train
10315,train
10316,train
10317,train
10318,train
10319,train
10320,val
10321,train
10322,train
10323,train
10324,train
10325,train
10326,train
10327,val
10328,train
10329,train
10330,val
10331,train
10332,train
10333,train
10334,train
10335,val
10336,train
10338,train
10339,train
10340,train
10341,test
10342,train
10343,train
10344,test
10345,train
10346,train
10347,val
10348,val
10350,train
10351,train
10352,train
10354,train
10355,val
10356,train
10357,train
10358,train
10359,train
10360,train
10361,test
10362,val
10363,train
10364,val
10365,train
10366,train
10367,train
10369,test
10370,train
10371,train
10372,train
10373,train
10374,train
10376,train
10377,train
10378,train
10379,train
10380,train
10381,train
10382,train
10383,train
10384,train
10385,test
10386,train
10387,train
10388,test
10389,val
10390,val
10391,train
10392,train
10393,train
10394,train
10395,train
10396,train
10397,train
10398,train
10399,train
10400,test
10401,test
10402,train
10403,val
10404,train
10405,train
10406,train
10407,train
10408,train
10409,train
10410,train
10411,train
10412,train
10413,train
10414,train
10415,train
10418,train
10421,train
10423,train
10424,train
10425,train
10426,train
10427,train
10428,train
10429,train
10430,train
10431,train
10432,train
10433,train
10434,train
10435,train
10436,train
10437,train
10438,val
10439,val
10440,train
10441,train
10442,val
10443,train
10444,train
10445,val
10446,train
10447,test
10448,train
10449,train
10450,train
10451,train
10452,train
10453,train
10454,train
10455,train
10456,train
10457,train
10458,train
10459,test
10460,train
10461,test
10462,test
10463,train
10464,val
10465,train
10466,train
10467,train
10468,train
10469,test
10470,test
10471,train
10472,train
10473,val
10474,train
10475,train
10476,train
10477,train
10478,val
10479,train
10480,train
10481,train
10482,train
10483,train
10484,train
10485,val
10486,train
10487,val
10488,train
10489,val
10490,train
10491,train
10492,train
10493,train
10494,train
10495,train
10496,val
10497,train
10498,train
10499,train
10500,train
10501,test
10502,train
10503,train
10504,train
10505,train
10506,val
10507,train
10508,test
10509,train
10510,train
10511,train
10512,train
10513,test
10514,train
10517,train
10533,train
10563,train
10564,train
10565,train
10566,val
10567,test
10568,train
10569,test
10570,test
10571,train
10572,train
10573,train
10574,test
10575,train
10576,train
10577,test
10578,train
10579,train
10580,train
10581,train
10582,test
10583,train
10584,train
10585,test
10587,train
10588,train
10593,train
10594,train
10595,train
10596,val
10597,train
10598,train
10599,train
10601,train
10602,val
10603,train
10604,train
10605,test
10606,train
10607,train
10608,test
10609,train
10610,train
10611,train
10612,val
10613,train
10615,val
10616,train
10618,test
10619,val
10620,val
10621,val
10622,train
10623,train
10624,train
10626,test
10627,train
10628,train
10629,val
10630,val
10631,train
10632,test
10633,train
10634,test
10635,train
10636,val
10637,train
10638,train
10639,val
10640,train
10641,train
10642,train
10643,test
10644,test
10645,val
10646,val
10647,test
10649,train
10650,train
10652,test
10654,test
10655,test
10656,train
10658,train
10660,train
10661,train
10662,train
10664,train
10665,train
10669,train
10670,test
10671,train
10672,val
10673,train
10674,val
10675,train
10676,train
10677,test
10678,train
10680,test
10681,train
10682,val
10683,val
10684,val
10685,train
10689,val
10690,train
10691,train
10692,train
10693,train
10694,train
10698,train
10699,val
10700,test
10701,train
10702,train
10704,train
10705,val
10706,val
10707,train
10708,train
10709,train
10710,train
10711,train
10712,test
10713,test
10714,val
10715,train
10716,train
10717,val
10718,train
10719,train
10720,train
10721,train
10722,train
10723,train
10724,train
10725,train
10726,train
10727,train
10728,train
10729,train
10730,train
10731,test
10732,train
10733,train
10734,train
10735,train
10736,train
10737,train
10738,train
10739,train
10740,train
10741,train
10742,train
10743,val
10744,train
10746,train
10747,train
10748,train
10749,train
10750,train
10751,train
10752,test
10753,train
10754,test
10755,train
10756,train
10757,train
10758,val
10759,test
10760,val
10761,val
10762,train
10763,test
10764,train
10765,train
10766,train
10767,train
10768,train
10769,train
10770,train
10771,train
10772,val
10773,train
10774,train
10775,train
10776,train
10777,val
10778,train
10783,train
10784,train
10785,train
10786,train
10787,train
10788,val
10789,train
10790,train
10791,train
10792,train
10793,train
10794,train
10795,train
10796,train
10797,train
10799,test
10800,val
10801,train
10802,train
10803,train
10804,test
10805,train
10806,train
10807,train
10809,train
10810,train
10811,train
10812,train
10813,train
10814,train
10815,train
10816,train
10817,train
10818,train
10819,test
10820,train
10821,val
10822,train
10823,train
10824,val
10825,train
10826,val
10827,test
10828,train
10829,train
10830,val
10831,train
10832,train
10833,train
10834,train
10835,train
10836,test
10837,train
10839,train
10840,train
10842,test
10843,train
10844,test
10845,train
10846,test
10848,train
10849,train
10850,train
10851,train
10852,train
10853,train
10854,train
10855,val
10856,train
10857,train
10858,train
10859,train
10861,train
10862,train
10863,train
10864,test
10865,test
10866,train
10867,train
10869,train
10870,test
10871,train
10872,train
10873,train
10874,train
10875,train
10876,train
10877,train
10878,test
10879,train
10880,val
10882,train
10883,train
10884,train
10885,test
10886,train
10987,val
10988,train
10989,train
10990,test
10991,test
10992,train
10993,test
10994,train
10995,train
10996,test
10997,train
10998,train
10999,train
11000,train
11001,train
11002,train
11003,train
11004,test
11005,train
11006,train
11007,train
11008,train
11009,val
11010,val
11011,train
11012,val
11013,val
11014,train
11015,val
11016,train
11017,train
11018,train
11019,train
11020,test
11021,test
11022,train
11023,val
11024,train
11025,train
11026,train
11027,test
11028,train
11029,train
11030,val
11031,train
11032,val
11033,test
11034,test
11035,val
11036,val
11037,train
11038,train
11039,test
11040,train
11041,train
11042,train
11043,train
11044,train
11045,train
11046,train
11047,train
11048,train
11049,train
11050,train
11051,train
11052,train
11053,train
11054,train
11055,train
11056,train
11057,train
11058,train
11059,train
11062,test
11063,train
11064,train
11067,train
11069,train
11070,train
11071,train
11072,train
11073,val
11074,train
11075,train
11076,val
11077,val
11078,train
11079,train
11080,train
11081,train
11082,train
11083,train
11084,train
11085,train
11086,train
11087,train
11088,train
11089,train
11090,train
11091,train
11092,train
11093,val
11094,train
11095,train
11096,val
11097,train
11098,train
11099,train
11100,train
11101,train
11102,test
11103,test
11104,val
11105,val
11106,test
11107,test
11108,val
11109,val
11110,train
11111,train
11112,train
11113,train
11114,train
11115,train
11116,val
11117,val
11118,train
11119,train
11121,train
11123,val
11124,val
11125,train
11126,train
11128,test
11129,train
11130,train
11131,train
11132,test
11133,train
11134,train
11135,train
11136,val
11138,train
11139,train
11140,test
11141,train
11142,train
11143,train
11144,train
11145,train
11146,train
11147,train
11148,train
11150,test
11151,test
11152,train
11153,train
11154,train
11155,train
11156,train
11157,train
11158,train
11159,train
11160,test
11161,train
11162,train
11163,train
11164,train
11165,train
11166,train
11167,train
11168,train
11169,val
11170,val
11171,train
11172,train
11173,train
11174,val
11175,train
11176,train
11178,test
11179,val
11180,train
11188,train
11191,train
11192,train
11193,train
11196,val
11198,train
11199,train
11200,train
11202,train
11203,train
11204,val
11205,train
11207,train
11208,val
11209,train
11210,train
11211,train
11212,val
11213,val
11214,test
11215,train
11216,train
11217,train
11218,train
11220,test
11221,train
11222,train
11223,val
11225,test
11226,train
11228,train
11229,train
11230,test
11231,train
11233,train
11234,train
11235,train
11236,train
11237,test
11239,train
11240,train
11241,train
11242,train
11243,train
11244,train
11245,test
11246,train
11247,test
11248,train
11250,val
11253,train
11254,test
11255,train
11256,val
11257,train
11258,val
11259,train
11260,test
11261,train
11262,val
11263,val
11264,train
11265,train
11266,train
11267,train
11268,train
11269,train
11270,train
11272,train
11273,train
11274,train
11275,train
11276,train
11277,val
11278,train
11279,train
11280,train
11281,train
11282,train
11283,train
11284,train
11285,train
11286,val
11287,train
11288,train
11289,train
11290,train
11291,train
11292,train
11293,train
11294,train
11295,train
11296,train
11297,train
11298,train
11301,train
11302,train
11303,train
11304,train
11305,train
11306,train
11307,train
11308,train
11309,train
11310,train
11311,train
11312,test
11315,train
11316,train
11317,test
11318,val
11319,test
11320,train
11323,train
11324,test
11327,train
11328,train
11329,train
11330,train
11331,train
11332,train
11334,test
11335,train
11336,train
11338,train
11339,test
11340,test
11341,train
11342,val
11343,test
11344,test
11345,test
11348,train
11349,test
11350,train
11351,train
11353,train
11354,train
11355,train
11356,train
11357,train
11358,train
11359,train
11360,test
11361,train
11362,train
11363,train
11364,train
11365,train
11366,train
11367,train
11368,val
11369,test
11370,train
11371,train
11372,test
11373,test
11374,train
11375,val
11376,test
11377,train
11378,test
11379,test
11380,train
11381,test
11382,train
11383,train
11384,test
11385,train
11386,train
11387,train
11388,test
11389,val
11391,train
11393,train
11395,train
11396,train
11397,train
11398,train
11399,train
11401,val
11402,train
11403,train
11404,train
11405,train
11406,train
11407,train
11408,test
11409,train
11410,test
11411,train
11413,train
11414,train
11415,train
11416,train
11417,train
11418,train
11420,train
11421,test
11422,train
11423,train
11424,val
11425,train
11426,val
11427,train
11428,test
11429,val
11430,train
11431,train
11432,train
11433,train
11434,val
11435,train
11436,train
11437,train
11438,train
11439,test
11440,train
11441,train
11442,train
11443,train
11444,train
11445,train
11446,train
11447,train
11448,train
11449,train
11450,train
11451,train
11454,train
11455,train
11456,train
11457,train
11459,val
11461,train
11462,train
11463,train
11464,train
11465,train
11466,train
11467,train
11468,train
11469,train
11471,train
11472,train
11473,test
11475,train
11478,val
11479,train
11480,train
11481,train
11482,train
11483,train
11484,train
11485,train
11486,train
11487,train
11488,val
11489,train
11490,train
11491,train
11492,test
11493,val
11495,train
11496,train
11497,train
11498,test
11499,train
11500,train
11502,val
11503,train
11504,test
11505,train
11506,train
11507,train
11508,train
11509,val
11510,val
11511,train
11512,test
11513,train
11514,train
11515,train
11516,train
11517,train
11518,test
11519,train
11520,val
11521,train
11522,train
11523,train
11524,val
11525,train
11526,train
11527,train
11529,train
11530,train
11531,train
11532,train
11533,train
11534,val
11535,train
11536,train
11537,train
11538,train
11539,train
11540,val
11541,train
11542,val
11543,train
11544,train
11545,train
11546,val
11547,train
11548,train
11549,val
11550,train
11551,train
11552,train
11553,train
11554,train
11555,train
11556,train
11557,train
11558,train
11559,train
11560,val
11561,train
11562,val
11563,val
11564,val
11565,train
11566,train
11567,val
11568,train
11569,val
11570,val
11571,val
11572,train
11573,train
11574,val
11575,train
11576,train
11577,val
11578,train
11579,train
11580,train
11581,train
11582,train
11583,train
11584,train
11585,train
11586,val
11587,train
11588,train
11589,train
11590,val
11591,train
11592,train
11593,test
11594,train
11595,val
11596,train
11597,val
11598,train
11599,train
11600,val
11601,train
11602,train
11603,train
11604,train
11605,val
11606,train
11607,train
11608,train
11609,train
11610,train
11611,test
11612,test
11613,train
11614,train
11615,train
11616,train
11617,val
11618,train
11619,train
11620,train
11621,train
11622,train
11623,test
11624,val
11625,train
11626,val
11627,test
11628,val
11629,test
11630,val
11632,test
11634,train
11635,train
11636,train
11637,test
11638,train
11639,train
11640,train
11641,train
11642,train
11643,train
11644,val
11645,val
11646,train
11647,train
11648,train
11649,val
11650,train
11651,test
11652,train
11653,val
11654,train
11656,train
11657,train
11658,train
11659,train
11662,train
11664,train
11665,val
11668,train
11671,test
11672,train
11673,train
11674,train
11675,test
11676,train
11677,train
11678,train
11679,test
11680,test
11681,test
11682,train
11683,test
11684,train
11685,test
11686,train
11689,train
11690,train
11691,test
11692,test
11693,test
11694,train
11695,val
11696,train
11697,train
11698,train
11699,train
11700,train
11701,train
11702,train
11703,train
11704,val
11705,train
11706,train
11707,val
11708,train
11710,train
11711,val
11712,train
11713,train
11714,test
11716,train
11717,train
11719,train
11721,train
11722,test
11724,train
11725,train
11726,train
11727,train
11728,train
11730,train
11731,val
11732,train
11733,val
11734,train
11735,val
11736,train
11737,val
11738,val
11739,train
11740,train
11741,train
11742,train
11743,train
11744,train
11745,train
11746,train
11750,val
11753,test
11754,val
11755,val
11756,train
11757,train
11758,train
11759,train
11761,train
11762,train
11764,train
11765,train
11766,train
11767,val
11768,train
11769,val
11770,train
11771,train
11772,test
11773,train
11774,train
11775,train
11776,val
11777,train
11778,test
11780,val
11781,val
11783,val
11784,val
11785,val
11786,train
11788,test
11789,train
11790,test
11791,train
11793,train
11794,train
11796,test
11799,test
11800,train
11801,val
11802,train
11803,train
11804,test
11805,train
11806,train
11807,train
11808,train
11809,train
11810,test
11811,train
11813,train
11814,train
11815,train
11816,train
11817,train
11818,train
11819,train
11820,train
11821,train
11822,train
11823,train
11824,train
11825,train
11826,train
11827,train
11828,train
11829,train
11830,train
11831,train
11832,test
11833,train
11834,test
11835,train
11836,train
11837,train
11838,train
11839,test
11840,train
11841,train
11842,train
11843,train
11844,test
11845,train
11846,train
11847,train
11848,train
11849,train
11850,train
11851,train
11852,train
11853,train
11854,train
11855,test
11856,train
11857,train
11858,train
11859,train
11860,test
11861,train
11862,train
11863,train
11864,test
11865,train
11866,train
11867,train
11868,val
11869,test
11870,train
11871,test
11872,test
11873,test
11874,val
11875,train
11876,val
11877,train
11878,test
11879,test
11880,test
11881,train
11882,test
11883,test
11884,train
11885,test
11886,test
11887,test
11888,test
11889,train
11890,test
11891,train
11892,test
11893,val
11894,train
11895,test
11896,test
11897,train
11898,test
11899,train
11900,test
11901,train
11902,test
11903,test
11904,test
11905,val
11906,train
11907,val
11908,train
11909,test
11910,test
11911,val
11912,val
11913,val
11914,val
11915,train
11916,val
11917,train
11918,val
11919,train
11920,train
11921,test
11922,test
11923,train
11924,train
11925,train
11926,train
11927,train
11928,train
11929,train
11930,train
11931,train
11932,train
11933,train
11934,train
11935,train
11936,train
11937,train
11938,train
11939,train
11940,train
11941,train
11942,train
11943,train
11944,train
11945,train
11946,train
11947,train
11948,train
11949,train
11950,train
11951,train
11953,train
11954,train
11955,train
11956,train
11957,test
11958,train
11959,train
11960,train
11961,test
11962,train
11963,train
11964,train
11965,train
11966,train
11967,test
11968,test
11970,train
11971,train
11972,train
11973,val
11974,train
11976,train
11977,train
11978,train
11979,train
11980,train
11981,test
11983,train
11985,train
11986,train
11989,train
11990,val
11991,train
11992,train
11993,train
11994,train
11995,train
11996,val
11997,train
11998,test
11999,test
12000,test
12001,val
12003,train
12004,test
12005,train
12006,train
12007,train
12008,train
12009,train
12010,train
12011,test
12012,train
12013,train
12014,train
12015,train
12016,train
12017,test
12018,train
12019,train
12022,train
12023,test
12024,val
12025,train
12026,test
12028,train
12029,train
12030,test
12031,test
12032,train
12033,val
12034,train
12035,train
12036,train
12037,train
12038,train
12039,test
12040,train
12041,train
12042,train
12043,train
12044,train
12045,train
12046,test
12047,train
12049,train
12052,train
12053,train
12054,train
12055,train
12056,train
12057,train
12058,train
12059,train
12060,train
12061,train
12062,train
12063,val
12064,train
12065,train
12066,train
12067,train
12068,train
12069,train
12070,train
12071,train
12072,train
12073,train
12074,train
12075,val
12076,val
12077,val
12078,train
12079,train
12080,train
12081,val
12082,val
12083,val
12084,train
12085,train
12086,train
12087,train
12088,train
12089,test
12090,val
12091,train
12092,train
12093,val
12094,train
12095,train
12096,train
12097,train
12098,val
12099,train
12100,train
12101,train
12102,val
12103,train
12104,train
12105,train
12106,train
12107,test
12108,train
12109,train
12110,train
12111,train
12112,val
12113,test
12114,train
12115,val
12116,test
12117,train
12118,train
12119,train
12120,train
12121,train
12122,train
12123,train
12124,train
12125,train
12126,val
12127,train
12128,train
12129,train
12130,train
12131,train
12132,train
12133,train
12134,test
12135,test
12136,train
12137,test
12138,train
12139,train
12140,train
12141,train
12142,train
12143,val
12144,train
12145,val
12146,test
12147,train
12148,val
12149,test
12150,train
12151,val
12152,val
12153,train
12154,test
12155,train
12156,train
12157,train
12158,test
12159,train
12160,train
12161,train
12162,train
12163,train
12164,train
12165,train
12166,test
12167,train
12168,val
12169,val
12170,val
12171,test
12172,train
12173,train
12174,test
12175,val
12176,val
12177,val
12178,val
12179,train
12180,train
12181,train
12182,val
12183,train
12184,train
12185,train
12186,val
12187,train
12188,val
12189,train
12190,val
12191,train
12193,train
12194,train
12195,train
12196,test
12197,train
12198,train
12199,train
12200,val
12202,train
12203,train
12204,train
12206,train
12207,train
12208,train
12209,train
12210,train
12211,train
12212,train
12213,train
12214,train
12215,train
12216,val
12217,train
12218,train
12219,val
12220,train
12221,train
12222,train
12223,train
12224,train
12225,val
12226,train
12229,train
12230,train
12233,val
12234,train
12235,train
12236,test
12237,test
12238,train
12239,train
12241,train
12242,val
12244,train
12245,train
12246,train
12247,test
12249,val
12251,test
12253,test
12254,train
12255,train
12257,train
12258,train
12259,train
12260,train
12263,train
12264,train
12265,train
12266,train
12267,train
12271,train
12272,train
12273,train
12274,train
12275,train
12277,train
12278,train
12279,train
12282,train
12284,train
12285,train
12286,train
12287,train
12288,train
12289,train
12290,train
12292,test
12295,train
12296,train
12297,train
12298,train
12303,train
12304,train
12305,train
12309,test
12311,train
12313,test
12316,train
12318,train
12319,train
12320,val
12321,train
12322,train
12324,train
12326,train
12327,test
12328,train
12329,train
12331,train
12333,train
12337,test
12338,train
12339,test
12340,train
12344,train
12348,train
12350,train
12354,val
12357,test
12358,val
12360,train
12361,train
12364,train
12367,train
12368,train
12369,test
12371,val
12372,val
12374,train
12376,train
12378,test
12380,train
12381,train
12383,train
12385,train
12386,train
12387,train
12388,test
12389,train
12390,train
12391,train
12392,val
12393,train
12394,train
12395,train
12396,val
12397,train
12398,train
12399,train
12400,train
12401,val
12402,train
12403,train
12404,train
12405,val
12406,train
12407,train
12408,test
12409,train
12410,train
12411,val
12412,train
12413,val
12414,train
12415,val
12416,train
12417,val
12418,train
12419,train
12420,train
12421,train
12422,test
12423,train
12424,train
12425,test
12426,test
12427,test
12428,test
12429,test
12430,train
12431,train
12432,test
12433,test
12434,test
12435,val
12436,train
12437,train
12438,train
12439,train
12440,test
12441,test
12442,train
12443,train
12444,train
12445,train
12446,train
12447,val
12448,train
12449,val
12450,val
12451,train
12452,train
12453,train
12454,train
12455,train
12456,train
12460,test
12462,train
12463,val
12464,train
12465,train
12466,train
12467,train
12468,train
12469,train
12470,test
12471,val
12472,train
12473,train
12474,train
12475,train
12476,train
12477,train
12478,train
12479,train
12480,train
12481,train
12482,train
12483,train
12484,test
12485,train
12486,train
12487,train
12488,train
12489,train
12490,val
12491,test
12492,train
12493,train
12494,train
12495,train
12496,train
12497,train
12498,train
12500,test
12501,test
12502,train
12503,train
12504,train
12505,val
12506,train
12507,train
12508,train
12509,train
12510,train
12511,train
12512,train
12513,train
12514,train
12515,train
12516,train
12517,train
12518,train
12519,train
12520,train
12521,train
12522,train
12523,train
12526,train
12529,train
12530,train
12531,val
12532,train
12533,train
12534,train
12535,train
12536,train
12537,train
12538,train
12539,val
12540,train
12541,train
12542,train
12543,train
12544,train
12545,train
12546,train
12556,train
12557,val
12560,train
12567,train
12568,val
12569,train
12572,test
12576,val
12577,val
12578,val
12579,train
12580,train
12581,train
12582,train
12583,train
12584,train
12585,train
12586,train
12587,train
12588,train
12589,train
12590,train
12591,train
12592,train
12593,train
12594,train
12595,train
12597,train
12598,train
12599,train
12600,train
12601,train
12602,train
12603,train
12604,val
12605,test
12606,train
12607,test
12608,train
12609,train
12610,val
12611,train
12612,train
