id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path,duplicate_hash,source_identical_highres,resize_collision,conflicting_task_labels,split_group,use_for_supervised
12985,Men,Footwear,Shoes,Casual Shoes,Olive,Fall,2010,Casual,Fila Men Mountainaire Olive Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12985.jpg,,False,False,False,G01844,True
12986,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Fila Men Agony White Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12986.jpg,,False,False,False,G01845,True
12987,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010,Casual,Fila Men Mountainaire Black Casual Shoe,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12987.jpg,,False,False,False,G01846,True
12988,Women,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,United Colors Of Benetton Women Womenlight Winter Black Sweaters Black Sweaters,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12988.jpg,,False,False,False,G01847,True
12989,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Kids Duramo Synthetic White Sports Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12989.jpg,,False,False,False,G01848,True
12990,Unisex,Footwear,Shoes,Sports Shoes,Purple,Fall,2011,Sports,ADIDAS Kids Unisex Adispeed Purple Sports Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12990.jpg,,False,False,False,G01849,True
12991,Unisex,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,ADIDAS Kids Unisex Uraha Grey Sports Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12991.jpg,,False,False,False,G01850,True
12992,Unisex,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,ADIDAS Kids Unisex HyperRun Silver Sports Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12992.jpg,,False,False,False,G01851,True
12993,Unisex,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ADIDAS Kids Adispeed Black Sports Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12993.jpg,,False,False,False,G01852,True
12994,Boys,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ADIDAS Kids Boys Duramo Synthetic Black Sports Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12994.jpg,,False,False,False,G01853,True
12995,Boys,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Timberland Kids Boys Brown Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12995.jpg,,False,False,False,G01854,True
12996,Boys,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Timberland Kids Boys Brown Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12996.jpg,,False,False,False,G01854,True
12997,Boys,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Timberland Kids Boys Casual Brown Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12997.jpg,,False,False,False,G01855,True
12998,Boys,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Timberland Kids Boys Casual Black Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12998.jpg,,False,False,False,G01856,True
12999,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Flats,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\12999.jpg,,False,False,False,G01857,True
13000,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Heels,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13000.jpg,,False,False,False,G01858,True
13002,Women,Footwear,Shoes,Heels,Red,Winter,2012,Casual,Inc 5 Women Casual Red Flats,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13002.jpg,,False,False,False,G01859,True
13003,Women,Footwear,Shoes,Heels,Blue,Winter,2012,Casual,Inc 5 Women Casual Blue Flats,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13003.jpg,,False,False,False,G01860,True
13012,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Flats,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13012.jpg,,False,False,False,G01857,True
13013,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Wedges,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13013.jpg,,False,False,False,G01861,True
13014,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Heels,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13014.jpg,,False,False,False,G01858,True
13015,Women,Footwear,Shoes,Flats,Maroon,Fall,2011,Casual,Inc 5 Women Casual Maroon Sandals,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13015.jpg,,False,False,False,G01862,True
13016,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Inc 5 Women Casual Brown Wedges,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13016.jpg,,False,False,False,G01863,True
13018,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Flats,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13018.jpg,,False,False,False,G01857,True
13019,Women,Footwear,Shoes,Heels,Pink,Winter,2012,Casual,Inc 5 Women Casual Pink Heels,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13019.jpg,,False,False,False,G01864,True
13023,Women,Footwear,Shoes,Heels,Red,Winter,2012,Casual,Inc 5 Women Casual Red Heels,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13023.jpg,,False,False,False,G01865,True
13025,Women,Footwear,Shoes,Heels,Maroon,Winter,2012,Casual,Inc 5 Women Casual Maroon Flats,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13025.jpg,,False,False,False,G01866,True
13026,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Inc 5 Women Casual Gold Heels,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13026.jpg,f2f10f7c4c37e5205c524217d8933f32,True,False,False,G01867,True
13027,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Inc 5 Women Casual Gold Flats,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13027.jpg,,False,False,False,G01868,True
13028,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Heels,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13028.jpg,,False,False,False,G01858,True
13031,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Inc 5 Women Casual Brown Heels,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13031.jpg,,False,False,False,G01869,True
13033,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Heels,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13033.jpg,,False,False,False,G01858,True
13035,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Heels,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13035.jpg,,False,False,False,G01858,True
13036,Women,Footwear,Shoes,Heels,Beige,Winter,2012,Casual,Inc 5 Women Casual Beige Wedges,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13036.jpg,,False,False,False,G01870,True
13037,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Flats,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13037.jpg,,False,False,False,G01857,True
13039,Women,Footwear,Shoes,Heels,White,Winter,2012,Casual,Inc 5 Women Casual White Flats,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13039.jpg,,False,False,False,G01871,True
13040,Women,Footwear,Shoes,Heels,Blue,Winter,2012,Casual,Inc 5 Women Casual Blue Flats,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13040.jpg,,False,False,False,G01860,True
13042,Women,Footwear,Shoes,Flats,Brown,Winter,2012,Casual,Inc 5 Women Brown Heels,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13042.jpg,,False,False,False,G01872,True
13044,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Wedges,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13044.jpg,,False,False,False,G01861,True
13045,Women,Footwear,Shoes,Flats,Maroon,Winter,2012,Casual,Inc 5 Women Casual Maroon Sandals,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13045.jpg,,False,False,False,G01862,True
13047,Women,Footwear,Shoes,Heels,White,Winter,2012,Casual,Inc 5 Women Casual White Wedges,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13047.jpg,,False,False,False,G01873,True
13048,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Spykar Men Green Printed T-shirt,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13048.jpg,,False,False,False,G01874,True
13049,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,Spykar Men Stripes Black Sweaters,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13049.jpg,,False,False,False,G01875,True
13050,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Spykar Men Check White Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13050.jpg,,False,False,False,G01742,True
13051,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Spykar Men Check Blue Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13051.jpg,,False,False,False,G01288,True
13052,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Black Dial Watch 1478SM01,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13052.jpg,,False,False,False,G01876,True
13053,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Women Black Dial Watch 2166SL01,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13053.jpg,,False,False,False,G01877,True
13054,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fastrack Women Gold Dial White Watches,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13054.jpg,,False,False,False,G01878,True
13055,Women,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Fastrack Women Steel Body Steel Watches,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13055.jpg,,False,False,False,G01879,True
13056,Women,Accessories,Watches,Watches,Burgundy,Winter,2016,Casual,Fastrack Women Burgundy Dial Watch 2166SL02,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13056.jpg,,False,False,False,G01880,True
13057,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fastrack Women White Dial Watch 2298SM02,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13057.jpg,,False,False,False,G01881,True
13058,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Women Funky Digits Black Watches,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13058.jpg,,False,False,False,G01882,True
13059,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Fastrack Men Broad Strap Steel Watches,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13059.jpg,,False,False,False,G01883,True
13060,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Fastrack Men Square Dial Steel Watches,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13060.jpg,,False,False,False,G01884,True
13061,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Thread Stich Black Watches,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13061.jpg,,False,False,False,G01885,True
13062,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Date Black Watches,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13062.jpg,,False,False,False,G01886,True
13063,Men,Accessories,Watches,Watches,Brown,Winter,2016,Casual,Fastrack Men Smooth Finish Strap Black Watches,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13063.jpg,,False,False,False,G01887,True
13064,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Numero Uno Men Black Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13064.jpg,,False,False,False,G01888,True
13065,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Numero Uno Men Black Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13065.jpg,,False,False,False,G01888,True
13066,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13066.jpg,,False,False,False,G01889,True
13067,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13067.jpg,,False,False,False,G01890,True
13068,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Numero Uno Men Black Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13068.jpg,,False,False,False,G01888,True
13069,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2012,Casual,Numero Uno Men Green Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13069.jpg,,False,False,False,G01891,True
13070,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Numero Uno Men Black Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13070.jpg,,False,False,False,G01888,True
13071,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Numero Uno Men Black Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13071.jpg,,False,False,False,G01888,True
13072,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Numero Uno Men Black Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13072.jpg,,False,False,False,G01888,True
13073,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,Numero Uno Men White Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13073.jpg,,False,False,False,G01890,True
13074,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Numero Uno Men Brown Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13074.jpg,,False,False,False,G01892,True
13075,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Numero Uno Men Black Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13075.jpg,,False,False,False,G01893,True
13076,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Numero Uno Men Black Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13076.jpg,,False,False,False,G01888,True
13077,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,Numero Uno Men White Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13077.jpg,,False,False,False,G01889,True
13078,Men,Footwear,Shoes,Casual Shoes,White,Winter,2012,Casual,Numero Uno Men White Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13078.jpg,,False,False,False,G01889,True
13079,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13079.jpg,,False,False,False,G01889,True
13080,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Numero Uno Men Black Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13080.jpg,,False,False,False,G01888,True
13081,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13081.jpg,,False,False,False,G01889,True
13082,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13082.jpg,,False,False,False,G01889,True
13083,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2012,Casual,Numero Uno Men Red Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13083.jpg,,False,False,False,G01894,True
13084,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Numero Uno Men White Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13084.jpg,,False,False,False,G01889,True
13085,Unisex,Footwear,Shoes,Casual Shoes,Pink,Fall,2011,Casual,Timberland Unisex Casual Pink Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13085.jpg,,False,False,False,G01895,True
13086,Unisex,Footwear,Shoes,Casual Shoes,Gold,Fall,2011,Casual,Timberland Unisex Casual Gold Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13086.jpg,,False,False,False,G01896,True
13087,Unisex,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Timberland Unisex Casual Brown Casual Shoes,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13087.jpg,,False,False,False,G01897,True
13088,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Sports,ADIDAS Men NBA Bold Red T-shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13088.jpg,,False,False,False,G01898,True
13089,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Sports,ADIDAS Men Lfc Auth Hood Grey Sweatshirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13089.jpg,,False,False,False,G01899,True
13090,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Sports,ADIDAS Men NBA Bold Yellow T-shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13090.jpg,,False,False,False,G01900,True
13091,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,ADIDAS Men Cr_Ess 3sfzhood Grey Sweatshirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13091.jpg,,False,False,False,G01901,True
13092,Men,Apparel,Topwear,Jackets,White,Fall,2011,Casual,ADIDAS Men Bnce T-Top White Jackets,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13092.jpg,,False,False,False,G01902,True
13093,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,ADIDAS Men Badge P/O Black Sweaters,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13093.jpg,,False,False,False,G01903,True
13094,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011,Casual,ADIDAS Men Badge P/O Grey Sweaters,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13094.jpg,,False,False,False,G01904,True
13095,Men,Apparel,Topwear,Sweatshirts,Green,Fall,2011,Sports,ADIDAS Men Cfc Auth Hood Green Sweatshirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13095.jpg,,False,False,False,G01905,True
13096,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Sports,ADIDAS Men NBA BoldBlue T-shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13096.jpg,,False,False,False,G01906,True
13097,Men,Apparel,Topwear,Sweaters,Red,Fall,2011,Casual,ADIDAS Men Knit Purple Sweaters,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13097.jpg,,False,False,False,G01907,True
13098,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Sports,ADIDAS Men NBA Bold Green T-shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13098.jpg,,False,False,False,G01908,True
13099,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011,Casual,ADIDAS Men Stadium Fz Po Blue Sweaters,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13099.jpg,,False,False,False,G01909,True
13100,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Sports,ADIDAS Men Cr_Ess 3s Sltee White T-Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13100.jpg,,False,False,False,G01910,True
13101,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,ADIDAS Men F50 Cl Tee Black T-Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13101.jpg,,False,False,False,G01911,True
13102,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011,Casual,ADIDAS Men Sf Striped Hood White Sweatshirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13102.jpg,,False,False,False,G01912,True
13103,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,ADIDAS Men Sf Striped Hood Black Sweatshirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13103.jpg,,False,False,False,G01913,True
13104,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Casual,ADIDAS Men Bnce T-Top Black Jackets,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13104.jpg,,False,False,False,G01914,True
13105,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Sports,ADIDAS Men Ess 3s Rainjkt Black Jackets,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13105.jpg,,False,False,False,G01915,True
13106,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,ADIDAS Men Sf Striped Hood Blue Sweatshirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13106.jpg,,False,False,False,G01916,True
13107,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,ADIDAS Men Cr_Ess 3s Black T-Shirts,c:\Users\LEGION\Documents\jupyter_notebook\Fashion-Intelligence-System\A2_FashionDataset\FashionDataset\train\images_train\13107.jpg,,False,False,False,G01917,True
